acceptedTaxonKey,acceptedScientificName,Classification,n_climate,n_totaal,perc_climate
2227375,Cambarus robustus,Cfb,98,359,0.27298050139275765
4312658,Austropotamobius pallipes,Cfb,15260,16444,0.9279980540014595
4417558,Cherax destructor,Cfb,746,1780,0.4191011235955056
4648498,Euastacus spinifer,Cfb,109,210,0.5190476190476191
4648470,Euastacus yanga,Cfb,90,92,0.9782608695652174
5789956,Astacopsis franklinii,Cfb,142,144,0.9861111111111112
5789955,Astacopsis gouldi,Cfb,729,732,0.9959016393442623
4648497,Euastacus armatus,Cfb,256,571,0.44833625218914186
2227381,Cambarus bartonii,Cfb,224,1114,0.20107719928186715
2227408,Cambarus asperimanus,Cfb,61,154,0.3961038961038961
2227391,Cambarus longirostris,Cfb,39,93,0.41935483870967744
4648518,Ombrastacoides pulcher,Cfb,235,235,1
4648505,Spinastacoides inermis,Cfb,172,172,1
4648501,Euastacus sulcatus,Cfb,30,139,0.2158273381294964
4648469,Euastacus woiwuru,Cfb,338,374,0.9037433155080213
4648448,Euastacus yarraensis,Cfb,191,198,0.9646464646464646
4648471,Euastacus kershawi,Cfb,240,240,1
4648522,Engaeus granulatus,Cfb,26,120,0.21666666666666667
5178536,Paranephrops planifrons,Cfb,309,310,0.9967741935483871
4417555,Austropotamobius torrentium,Cfb,191,434,0.4400921658986175
