year,accptTK,gbfp_SN,dcmlLtt,dcmlLng,Source,datstID,recrdrl,BEKNAAM,POLY_AREA,AREA,Area_km2,scientific_name,vernacular_name_en,vernacular_name_nl,vernacular_name_fr,ias_link,category,score,origin,popup
2019,3034825,Heracleum mantegazzianum Sommier & Levier,50.76043,4.74786,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270420101>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270420101>GBIF record</a>
2019,3034825,Heracleum mantegazzianum Sommier & Levier,50.76007,4.74813,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270419123>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270419123>GBIF record</a>
2019,2891770,Impatiens glandulifera Royle,50.6824,4.28399,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270416108>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2019<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270416108>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.62587,4.48416,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408926>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408926>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.66586,4.18771,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408583>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408583>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.64785,4.23548,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408582>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408582>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.61314,4.50519,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408526>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408526>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.61018,4.4938,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408291>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408291>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.61038,4.4973,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408288>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408288>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.67112,4.1685,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408237>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408237>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63627,4.23223,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270408018>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270408018>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.61026,4.49706,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270407628>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270407628>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.66986,4.15719,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270407563>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270407563>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.66558,4.18633,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270407110>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270407110>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63791,4.54718,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270407066>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270407066>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63839,4.50389,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270406798>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270406798>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63178,4.47723,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270406568>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270406568>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63243,4.47973,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270406544>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270406544>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.72384,4.62719,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270406480>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270406480>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.71263,4.6086,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270406442>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270406442>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.72619,4.6327,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270405688>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270405688>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.66661,4.57097,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270405506>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270405506>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63082,4.47651,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270405300>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270405300>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.68023,4.64674,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270404828>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270404828>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.67673,4.17581,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270403820>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270403820>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.63276,4.48307,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270403583>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270403583>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.55281,4.28528,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270401985>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270401985>GBIF record</a>
2018,2891770,Impatiens glandulifera Royle,50.68283,4.28403,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270397813>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2018<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270397813>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68411,4.57596,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270390430>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270390430>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.79301,4.65957,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270389887>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270389887>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68488,4.57716,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270388993>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270388993>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68375,4.64897,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270388435>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270388435>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68385,4.6478,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270388049>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270388049>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68277,4.64847,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270387287>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270387287>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.59855,4.53515,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270387268>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270387268>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68248,4.64716,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270386666>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270386666>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.68734,4.69425,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270386536>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270386536>GBIF record</a>
2016,3034825,Heracleum mantegazzianum Sommier & Levier,50.78092,4.70387,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270386123>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270386123>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.77778,4.73358,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270385006>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270385006>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.78283,4.71571,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270384943>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270384943>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.63119,4.20831,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270384884>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270384884>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.72494,4.54088,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270384031>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270384031>GBIF record</a>
2017,2891770,Impatiens glandulifera Royle,50.6658,4.18758,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270383833>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270383833>GBIF record</a>
2017,3034825,Heracleum mantegazzianum Sommier & Levier,50.77292,4.73937,Natagora,https://doi.org/10.15468/p58ip1,<a href=https://www.gbif.org/occurrence/2270383757>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2017<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/2270383757>GBIF record</a>
