taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate,scenario
2717678,Eleocharis vivipara,Cfa,Humid subtropical climate,73,82,0.8902439024390244,2071-2100_Beck
3086504,Anemopsis californica,Cfb,Temperate oceanic climate,10,2808,0.0035612535612535613,2071-2100_Beck
6070720,Erythranthe cardinalis,Cfb,Temperate oceanic climate,3,2370,0.0012658227848101266,2071-2100_Beck
10778277,Cladophora aegagropila,Cfa,Humid subtropical climate,2,9,0.2222222222222222,2071-2100_Beck
2687948,Equisetum scirpoides,Cfa,Humid subtropical climate,1,5848,1.709986320109439e-4,2071-2100_Beck
2808791,Bletilla striata,Cfb,Temperate oceanic climate,2,313,0.006389776357827476,2071-2100_Beck
3730140,Glossostigma elatinoides,Cfa,Humid subtropical climate,8,406,0.019704433497536946,2071-2100_Beck
5329253,Egeria najas,Cfa,Humid subtropical climate,9,75,0.12,2071-2100_Beck
2714156,Cyperus alternifolius,Cfb,Temperate oceanic climate,20,398,0.05025125628140704,2071-2100_Beck
2651586,Ceratopteris thalictroides,Cfb,Temperate oceanic climate,2,1564,0.0012787723785166241,2071-2100_Beck
2726538,Carex muskingumensis,Cfb,Temperate oceanic climate,49,273,0.1794871794871795,2071-2100_Beck
2715505,Cyperus prolifer,Cfb,Temperate oceanic climate,9,268,0.033582089552238806,2071-2100_Beck
5283061,Fissidens geppii,Cfa,Humid subtropical climate,8,11,0.7272727272727273,2071-2100_Beck
3064056,Euphorbia palustris,Cfa,Humid subtropical climate,16,7263,0.0022029464408646563,2071-2100_Beck
2687948,Equisetum scirpoides,Cfb,Temperate oceanic climate,8,5848,0.0013679890560875513,2071-2100_Beck
8015476,Eriocaulon cinereum,Cfb,Temperate oceanic climate,1,625,0.0016,2071-2100_Beck
2873807,Acorus gramineus,Cfb,Temperate oceanic climate,11,495,0.022222222222222223,2071-2100_Beck
5329253,Egeria najas,Cfb,Temperate oceanic climate,3,75,0.04,2071-2100_Beck
3730835,Bacopa australis,Cfa,Humid subtropical climate,3,53,0.05660377358490566,2071-2100_Beck
7431653,Dracaena sanderiana,Cfa,Humid subtropical climate,3,33,0.09090909090909091,2071-2100_Beck
3674859,Alternanthera reineckii,Cfb,Temperate oceanic climate,2,20,0.1,2071-2100_Beck
7878507,Erythranthe cuprea,Cfb,Temperate oceanic climate,2,29,0.06896551724137931,2071-2100_Beck
2856891,Allium karataviense,Cfb,Temperate oceanic climate,2,53,0.03773584905660377,2071-2100_Beck
6070720,Erythranthe cardinalis,Cfa,Humid subtropical climate,1,2370,4.219409282700422e-4,2071-2100_Beck
3986548,Cabomba aquatica,Cfb,Temperate oceanic climate,2,172,0.011627906976744186,2071-2100_Beck
3064056,Euphorbia palustris,Cfb,Temperate oceanic climate,4414,7263,0.6077378493735371,2001-2025-A1FI
8243603,Cyperus longus,Cfb,Temperate oceanic climate,2898,6442,0.4498602918348339,2001-2025-A1FI
3112110,Cotula coronopifolia,Cfb,Temperate oceanic climate,6560,11185,0.5864997764863656,2001-2025-A1FI
2703041,Arundo donax,Cfb,Temperate oceanic climate,1616,27114,0.05960020653536918,2001-2025-A1FI
5362054,Crassula helmsii,Cfb,Temperate oceanic climate,8978,9506,0.9444561329686514,2001-2025-A1FI
3730140,Glossostigma elatinoides,Cfb,Temperate oceanic climate,302,406,0.7438423645320197,2001-2025-A1FI
5328593,Aponogeton distachyos,Cfb,Temperate oceanic climate,525,710,0.7394366197183099,2001-2025-A1FI
2926921,Clinopodium brownei,Cfb,Temperate oceanic climate,73,668,0.1092814371257485,2001-2025-A1FI
2717945,Eleocharis pusilla,Cfb,Temperate oceanic climate,583,2284,0.2552539404553415,2001-2025-A1FI
2865181,Alisma subcordatum,Cfb,Temperate oceanic climate,17,673,0.02526002971768202,2001-2025-A1FI
8269085,Fontinalis antipyretica,Cfb,Temperate oceanic climate,345,1014,0.34023668639053256,2001-2025-A1FI
5272847,Aegagropila linnaei,Cfb,Temperate oceanic climate,230,593,0.38785834738617203,2001-2025-A1FI
3171169,Bacopa monnieri,Cfb,Temperate oceanic climate,38,3071,0.012373819602735266,2001-2025-A1FI
3582614,Cyperus haspan,Cfb,Temperate oceanic climate,72,4238,0.016989145823501653,2001-2025-A1FI
5330776,Colocasia esculenta,Cfb,Temperate oceanic climate,641,5292,0.12112622826908541,2001-2025-A1FI
8034409,Canna indica,Cfb,Temperate oceanic climate,1135,12261,0.09256993719924965,2001-2025-A1FI
5329260,Egeria densa,Cfb,Temperate oceanic climate,1145,3053,0.37504094333442517,2001-2025-A1FI
2716311,Cyperus papyrus,Cfb,Temperate oceanic climate,98,1264,0.07753164556962025,2001-2025-A1FI
5328626,Aponogeton madagascariensis,Cfb,Temperate oceanic climate,2,34,0.058823529411764705,2001-2025-A1FI
5371684,Caltha leptosepala,Cfb,Temperate oceanic climate,28,1446,0.019363762102351315,2001-2025-A1FI
3723590,Gunnera magellanica,Cfb,Temperate oceanic climate,128,320,0.4,2001-2025-A1FI
7431653,Dracaena sanderiana,Cfb,Temperate oceanic climate,3,33,0.09090909090909091,2001-2025-A1FI
2988113,Filipendula rubra,Cfb,Temperate oceanic climate,7,392,0.017857142857142856,2001-2025-A1FI
7730307,Erythranthe lutea,Cfb,Temperate oceanic climate,9,147,0.061224489795918366,2001-2025-A1FI
3032611,Darmera peltata,Cfb,Temperate oceanic climate,339,785,0.4318471337579618,2001-2025-A1FI
5328834,Echinodorus grandiflorus,Cfb,Temperate oceanic climate,17,336,0.050595238095238096,2001-2025-A1FI
3086504,Anemopsis californica,Cfb,Temperate oceanic climate,10,2808,0.0035612535612535613,2001-2025-A1FI
6070720,Erythranthe cardinalis,Cfb,Temperate oceanic climate,3,2370,0.0012658227848101266,2001-2025-A1FI
2808791,Bletilla striata,Cfb,Temperate oceanic climate,2,313,0.006389776357827476,2001-2025-A1FI
2714156,Cyperus alternifolius,Cfb,Temperate oceanic climate,20,398,0.05025125628140704,2001-2025-A1FI
2651586,Ceratopteris thalictroides,Cfb,Temperate oceanic climate,2,1564,0.0012787723785166241,2001-2025-A1FI
2726538,Carex muskingumensis,Cfb,Temperate oceanic climate,49,273,0.1794871794871795,2001-2025-A1FI
2715505,Cyperus prolifer,Cfb,Temperate oceanic climate,9,268,0.033582089552238806,2001-2025-A1FI
2687948,Equisetum scirpoides,Cfb,Temperate oceanic climate,8,5848,0.0013679890560875513,2001-2025-A1FI
8015476,Eriocaulon cinereum,Cfb,Temperate oceanic climate,1,625,0.0016,2001-2025-A1FI
2873807,Acorus gramineus,Cfb,Temperate oceanic climate,11,495,0.022222222222222223,2001-2025-A1FI
5329253,Egeria najas,Cfb,Temperate oceanic climate,3,75,0.04,2001-2025-A1FI
3674859,Alternanthera reineckii,Cfb,Temperate oceanic climate,2,20,0.1,2001-2025-A1FI
7878507,Erythranthe cuprea,Cfb,Temperate oceanic climate,2,29,0.06896551724137931,2001-2025-A1FI
2856891,Allium karataviense,Cfb,Temperate oceanic climate,2,53,0.03773584905660377,2001-2025-A1FI
3986548,Cabomba aquatica,Cfb,Temperate oceanic climate,2,172,0.011627906976744186,2001-2025-A1FI
3064056,Euphorbia palustris,Cfb,Temperate oceanic climate,4414,7263,0.6077378493735371,2026-2050-A1FI
8243603,Cyperus longus,Cfb,Temperate oceanic climate,2898,6442,0.4498602918348339,2026-2050-A1FI
3112110,Cotula coronopifolia,Cfb,Temperate oceanic climate,6560,11185,0.5864997764863656,2026-2050-A1FI
2703041,Arundo donax,Cfb,Temperate oceanic climate,1616,27114,0.05960020653536918,2026-2050-A1FI
5362054,Crassula helmsii,Cfb,Temperate oceanic climate,8978,9506,0.9444561329686514,2026-2050-A1FI
3730140,Glossostigma elatinoides,Cfb,Temperate oceanic climate,302,406,0.7438423645320197,2026-2050-A1FI
5328593,Aponogeton distachyos,Cfb,Temperate oceanic climate,525,710,0.7394366197183099,2026-2050-A1FI
2926921,Clinopodium brownei,Cfb,Temperate oceanic climate,73,668,0.1092814371257485,2026-2050-A1FI
2717945,Eleocharis pusilla,Cfb,Temperate oceanic climate,583,2284,0.2552539404553415,2026-2050-A1FI
2865181,Alisma subcordatum,Cfb,Temperate oceanic climate,17,673,0.02526002971768202,2026-2050-A1FI
8269085,Fontinalis antipyretica,Cfb,Temperate oceanic climate,345,1014,0.34023668639053256,2026-2050-A1FI
5272847,Aegagropila linnaei,Cfb,Temperate oceanic climate,230,593,0.38785834738617203,2026-2050-A1FI
3171169,Bacopa monnieri,Cfb,Temperate oceanic climate,38,3071,0.012373819602735266,2026-2050-A1FI
3582614,Cyperus haspan,Cfb,Temperate oceanic climate,72,4238,0.016989145823501653,2026-2050-A1FI
5330776,Colocasia esculenta,Cfb,Temperate oceanic climate,641,5292,0.12112622826908541,2026-2050-A1FI
8034409,Canna indica,Cfb,Temperate oceanic climate,1135,12261,0.09256993719924965,2026-2050-A1FI
5329260,Egeria densa,Cfb,Temperate oceanic climate,1145,3053,0.37504094333442517,2026-2050-A1FI
2716311,Cyperus papyrus,Cfb,Temperate oceanic climate,98,1264,0.07753164556962025,2026-2050-A1FI
5328626,Aponogeton madagascariensis,Cfb,Temperate oceanic climate,2,34,0.058823529411764705,2026-2050-A1FI
5371684,Caltha leptosepala,Cfb,Temperate oceanic climate,28,1446,0.019363762102351315,2026-2050-A1FI
3723590,Gunnera magellanica,Cfb,Temperate oceanic climate,128,320,0.4,2026-2050-A1FI
7431653,Dracaena sanderiana,Cfb,Temperate oceanic climate,3,33,0.09090909090909091,2026-2050-A1FI
2988113,Filipendula rubra,Cfb,Temperate oceanic climate,7,392,0.017857142857142856,2026-2050-A1FI
7730307,Erythranthe lutea,Cfb,Temperate oceanic climate,9,147,0.061224489795918366,2026-2050-A1FI
3032611,Darmera peltata,Cfb,Temperate oceanic climate,339,785,0.4318471337579618,2026-2050-A1FI
5328834,Echinodorus grandiflorus,Cfb,Temperate oceanic climate,17,336,0.050595238095238096,2026-2050-A1FI
3086504,Anemopsis californica,Cfb,Temperate oceanic climate,10,2808,0.0035612535612535613,2026-2050-A1FI
6070720,Erythranthe cardinalis,Cfb,Temperate oceanic climate,3,2370,0.0012658227848101266,2026-2050-A1FI
2808791,Bletilla striata,Cfb,Temperate oceanic climate,2,313,0.006389776357827476,2026-2050-A1FI
2714156,Cyperus alternifolius,Cfb,Temperate oceanic climate,20,398,0.05025125628140704,2026-2050-A1FI
2651586,Ceratopteris thalictroides,Cfb,Temperate oceanic climate,2,1564,0.0012787723785166241,2026-2050-A1FI
2726538,Carex muskingumensis,Cfb,Temperate oceanic climate,49,273,0.1794871794871795,2026-2050-A1FI
2715505,Cyperus prolifer,Cfb,Temperate oceanic climate,9,268,0.033582089552238806,2026-2050-A1FI
2687948,Equisetum scirpoides,Cfb,Temperate oceanic climate,8,5848,0.0013679890560875513,2026-2050-A1FI
8015476,Eriocaulon cinereum,Cfb,Temperate oceanic climate,1,625,0.0016,2026-2050-A1FI
2873807,Acorus gramineus,Cfb,Temperate oceanic climate,11,495,0.022222222222222223,2026-2050-A1FI
5329253,Egeria najas,Cfb,Temperate oceanic climate,3,75,0.04,2026-2050-A1FI
3674859,Alternanthera reineckii,Cfb,Temperate oceanic climate,2,20,0.1,2026-2050-A1FI
7878507,Erythranthe cuprea,Cfb,Temperate oceanic climate,2,29,0.06896551724137931,2026-2050-A1FI
2856891,Allium karataviense,Cfb,Temperate oceanic climate,2,53,0.03773584905660377,2026-2050-A1FI
3986548,Cabomba aquatica,Cfb,Temperate oceanic climate,2,172,0.011627906976744186,2026-2050-A1FI
2865181,Alisma subcordatum,Cfa,Humid subtropical climate,218,673,0.32392273402674593,2051-2075-A1FI
5329260,Egeria densa,Cfa,Humid subtropical climate,686,3053,0.22469701932525385,2051-2075-A1FI
3171926,Gratiola viscidula,Cfa,Humid subtropical climate,20,21,0.9523809523809523,2051-2075-A1FI
3064056,Euphorbia palustris,Cfb,Temperate oceanic climate,4414,7263,0.6077378493735371,2051-2075-A1FI
8243603,Cyperus longus,Cfb,Temperate oceanic climate,2898,6442,0.4498602918348339,2051-2075-A1FI
2926921,Clinopodium brownei,Cfa,Humid subtropical climate,362,668,0.5419161676646707,2051-2075-A1FI
3112110,Cotula coronopifolia,Cfa,Humid subtropical climate,327,11185,0.029235583370585606,2051-2075-A1FI
3582614,Cyperus haspan,Cfa,Humid subtropical climate,1287,4238,0.30368098159509205,2051-2075-A1FI
2651586,Ceratopteris thalictroides,Cfa,Humid subtropical climate,742,1564,0.4744245524296675,2051-2075-A1FI
5330776,Colocasia esculenta,Cfa,Humid subtropical climate,1987,5292,0.3754724111866969,2051-2075-A1FI
2703041,Arundo donax,Cfa,Humid subtropical climate,2635,27114,0.097182267463303093,2051-2075-A1FI
3171169,Bacopa monnieri,Cfa,Humid subtropical climate,1258,3071,0.40963855421686746,2051-2075-A1FI
2726538,Carex muskingumensis,Cfa,Humid subtropical climate,34,273,0.12454212454212454,2051-2075-A1FI
3112110,Cotula coronopifolia,Cfb,Temperate oceanic climate,6560,11185,0.5864997764863656,2051-2075-A1FI
5328834,Echinodorus grandiflorus,Cfa,Humid subtropical climate,106,336,0.31547619047619047,2051-2075-A1FI
2703041,Arundo donax,Cfb,Temperate oceanic climate,1616,27114,0.05960020653536918,2051-2075-A1FI
5362054,Crassula helmsii,Cfb,Temperate oceanic climate,8978,9506,0.9444561329686514,2051-2075-A1FI
2717945,Eleocharis pusilla,Cfa,Humid subtropical climate,223,2284,0.09763572679509633,2051-2075-A1FI
3730140,Glossostigma elatinoides,Cfb,Temperate oceanic climate,302,406,0.7438423645320197,2051-2075-A1FI
5328593,Aponogeton distachyos,Cfb,Temperate oceanic climate,525,710,0.7394366197183099,2051-2075-A1FI
2716311,Cyperus papyrus,Cfa,Humid subtropical climate,220,1264,0.17405063291139242,2051-2075-A1FI
2715505,Cyperus prolifer,Cfa,Humid subtropical climate,138,268,0.5149253731343284,2051-2075-A1FI
8243603,Cyperus longus,Cfa,Humid subtropical climate,382,6442,0.059298354548276935,2051-2075-A1FI
2808791,Bletilla striata,Cfa,Humid subtropical climate,214,313,0.6837060702875399,2051-2075-A1FI
2873807,Acorus gramineus,Cfa,Humid subtropical climate,289,495,0.5838383838383838,2051-2075-A1FI
2691022,Eriocaulon cinereum,Cfa,Humid subtropical climate,120,625,0.192,2051-2075-A1FI
3046246,Cardamine lyrata,Cfa,Humid subtropical climate,68,142,0.4788732394366197,2051-2075-A1FI
2926921,Clinopodium brownei,Cfb,Temperate oceanic climate,73,668,0.1092814371257485,2051-2075-A1FI
2717945,Eleocharis pusilla,Cfb,Temperate oceanic climate,583,2284,0.2552539404553415,2051-2075-A1FI
2988113,Filipendula rubra,Cfa,Humid subtropical climate,21,392,0.05357142857142857,2051-2075-A1FI
8034409,Canna indica,Cfa,Humid subtropical climate,3231,12261,0.2635184732077318,2051-2075-A1FI
5328774,Echinodorus cordifolius,Cfa,Humid subtropical climate,220,261,0.842911877394636,2051-2075-A1FI
2865181,Alisma subcordatum,Cfb,Temperate oceanic climate,17,673,0.02526002971768202,2051-2075-A1FI
8269085,Fontinalis antipyretica,Cfb,Temperate oceanic climate,345,1014,0.34023668639053256,2051-2075-A1FI
5272847,Aegagropila linnaei,Cfb,Temperate oceanic climate,230,593,0.38785834738617203,2051-2075-A1FI
3171169,Bacopa monnieri,Cfb,Temperate oceanic climate,38,3071,0.012373819602735266,2051-2075-A1FI
3582614,Cyperus haspan,Cfb,Temperate oceanic climate,72,4238,0.016989145823501653,2051-2075-A1FI
5362054,Crassula helmsii,Cfa,Humid subtropical climate,61,9506,0.006416999789606565,2051-2075-A1FI
2865980,Blyxa japonica,Cfa,Humid subtropical climate,28,56,0.5,2051-2075-A1FI
8269085,Fontinalis antipyretica,Cfa,Humid subtropical climate,3,1014,0.0029585798816568047,2051-2075-A1FI
5330776,Colocasia esculenta,Cfb,Temperate oceanic climate,641,5292,0.12112622826908541,2051-2075-A1FI
2714156,Cyperus alternifolius,Cfa,Humid subtropical climate,51,398,0.12814070351758794,2051-2075-A1FI
8034409,Canna indica,Cfb,Temperate oceanic climate,1135,12261,0.09256993719924965,2051-2075-A1FI
5329260,Egeria densa,Cfb,Temperate oceanic climate,1145,3053,0.37504094333442517,2051-2075-A1FI
3171189,Bacopa caroliniana,Cfa,Humid subtropical climate,181,249,0.7269076305220884,2051-2075-A1FI
5328593,Aponogeton distachyos,Cfa,Humid subtropical climate,8,710,0.011267605633802818,2051-2075-A1FI
2774395,Chlorophytum laxum,Cfa,Humid subtropical climate,3,359,0.008356545961002786,2051-2075-A1FI
2716311,Cyperus papyrus,Cfb,Temperate oceanic climate,98,1264,0.07753164556962025,2051-2075-A1FI
5328626,Aponogeton madagascariensis,Cfb,Temperate oceanic climate,2,34,0.058823529411764705,2051-2075-A1FI
5328626,Aponogeton madagascariensis,Cfa,Humid subtropical climate,4,34,0.11764705882352941,2051-2075-A1FI
3188666,Didiplis diandra,Cfa,Humid subtropical climate,31,43,0.7209302325581395,2051-2075-A1FI
5371684,Caltha leptosepala,Cfb,Temperate oceanic climate,28,1446,0.019363762102351315,2051-2075-A1FI
3723590,Gunnera magellanica,Cfb,Temperate oceanic climate,128,320,0.4,2051-2075-A1FI
7431653,Dracaena sanderiana,Cfb,Temperate oceanic climate,3,33,0.09090909090909091,2051-2075-A1FI
2988113,Filipendula rubra,Cfb,Temperate oceanic climate,7,392,0.017857142857142856,2051-2075-A1FI
7730307,Erythranthe lutea,Cfb,Temperate oceanic climate,9,147,0.061224489795918366,2051-2075-A1FI
3032611,Darmera peltata,Cfb,Temperate oceanic climate,339,785,0.4318471337579618,2051-2075-A1FI
3086504,Anemopsis californica,Cfa,Humid subtropical climate,8,2808,0.002849002849002849,2051-2075-A1FI
5328834,Echinodorus grandiflorus,Cfb,Temperate oceanic climate,17,336,0.050595238095238096,2051-2075-A1FI
3674859,Alternanthera reineckii,Cfa,Humid subtropical climate,15,20,0.75,2051-2075-A1FI
2717678,Eleocharis vivipara,Cfa,Humid subtropical climate,73,82,0.8902439024390244,2051-2075-A1FI
3086504,Anemopsis californica,Cfb,Temperate oceanic climate,10,2808,0.0035612535612535613,2051-2075-A1FI
6070720,Erythranthe cardinalis,Cfb,Temperate oceanic climate,3,2370,0.0012658227848101266,2051-2075-A1FI
10778277,Cladophora aegagropila,Cfa,Humid subtropical climate,2,9,0.2222222222222222,2051-2075-A1FI
2687948,Equisetum scirpoides,Cfa,Humid subtropical climate,1,5848,1.709986320109439e-4,2051-2075-A1FI
2808791,Bletilla striata,Cfb,Temperate oceanic climate,2,313,0.006389776357827476,2051-2075-A1FI
3730140,Glossostigma elatinoides,Cfa,Humid subtropical climate,8,406,0.019704433497536946,2051-2075-A1FI
5329253,Egeria najas,Cfa,Humid subtropical climate,9,75,0.12,2051-2075-A1FI
2714156,Cyperus alternifolius,Cfb,Temperate oceanic climate,20,398,0.05025125628140704,2051-2075-A1FI
2651586,Ceratopteris thalictroides,Cfb,Temperate oceanic climate,2,1564,0.0012787723785166241,2051-2075-A1FI
2726538,Carex muskingumensis,Cfb,Temperate oceanic climate,49,273,0.1794871794871795,2051-2075-A1FI
2715505,Cyperus prolifer,Cfb,Temperate oceanic climate,9,268,0.033582089552238806,2051-2075-A1FI
5283061,Fissidens geppii,Cfa,Humid subtropical climate,8,11,0.7272727272727273,2051-2075-A1FI
3064056,Euphorbia palustris,Cfa,Humid subtropical climate,16,7263,0.0022029464408646563,2051-2075-A1FI
2687948,Equisetum scirpoides,Cfb,Temperate oceanic climate,8,5848,0.0013679890560875513,2051-2075-A1FI
8015476,Eriocaulon cinereum,Cfb,Temperate oceanic climate,1,625,0.0016,2051-2075-A1FI
2873807,Acorus gramineus,Cfb,Temperate oceanic climate,11,495,0.022222222222222223,2051-2075-A1FI
5329253,Egeria najas,Cfb,Temperate oceanic climate,3,75,0.04,2051-2075-A1FI
3730835,Bacopa australis,Cfa,Humid subtropical climate,3,53,0.05660377358490566,2051-2075-A1FI
7431653,Dracaena sanderiana,Cfa,Humid subtropical climate,3,33,0.09090909090909091,2051-2075-A1FI
3674859,Alternanthera reineckii,Cfb,Temperate oceanic climate,2,20,0.1,2051-2075-A1FI
7878507,Erythranthe cuprea,Cfb,Temperate oceanic climate,2,29,0.06896551724137931,2051-2075-A1FI
2856891,Allium karataviense,Cfb,Temperate oceanic climate,2,53,0.03773584905660377,2051-2075-A1FI
6070720,Erythranthe cardinalis,Cfa,Humid subtropical climate,1,2370,4.219409282700422e-4,2051-2075-A1FI
3986548,Cabomba aquatica,Cfb,Temperate oceanic climate,2,172,0.011627906976744186,2051-2075-A1FI
2865181,Alisma subcordatum,Cfa,Humid subtropical climate,218,673,0.32392273402674593,2076-2100-A1FI
5329260,Egeria densa,Cfa,Humid subtropical climate,686,3053,0.22469701932525385,2076-2100-A1FI
3171926,Gratiola viscidula,Cfa,Humid subtropical climate,20,21,0.9523809523809523,2076-2100-A1FI
2926921,Clinopodium brownei,Cfa,Humid subtropical climate,362,668,0.5419161676646707,2076-2100-A1FI
3112110,Cotula coronopifolia,Cfa,Humid subtropical climate,327,11185,0.029235583370585606,2076-2100-A1FI
3582614,Cyperus haspan,Cfa,Humid subtropical climate,1287,4238,0.30368098159509205,2076-2100-A1FI
2651586,Ceratopteris thalictroides,Cfa,Humid subtropical climate,742,1564,0.4744245524296675,2076-2100-A1FI
