taxonKey,acceptedScientificName,Classification,Description,n_climate,n_totaal,perc_climate
5330182,Peltandra virginica,Dfc,Subarctic climate,4,1656,0.0024154589371980675
5274865,Marsilea hirsuta,BSh,Hot semi-arid (steppe) climate,215,856,0.25116822429906543
2766146,Heteranthera zosterifolia,Cwa,Monsoon-influenced humid subtropical climate,1,55,0.01818181818181818
5298796,Iris setosa,NA,NA,27,873,0.030927835051546393
5421030,Ludwigia repens,Af,Tropical rainforest climate,5,335,0.014925373134328358
5415348,Hygrophila costata,Cfa,Humid subtropical climate,188,790,0.2379746835443038
2882449,Nelumbo nucifera,Am,Tropical monsoon climate,78,1618,0.048207663782447466
5415348,Hygrophila costata,Af,Tropical rainforest climate,124,790,0.1569620253164557
5298796,Iris setosa,Dwc,Monsoon-influenced subarctic climate,45,873,0.05154639175257732
5298796,Iris setosa,Dwb,Monsoon-influenced warm-summer humid continental climate,31,873,0.035509736540664374
5298796,Iris setosa,Dfa,Hot-summer humid continental climate,4,873,0.004581901489117984
5298796,Iris setosa,Dwa,Monsoon-influenced hot-summer humid continental climate,7,873,0.008018327605956471
5298900,Iris ensata,Dfa,Hot-summer humid continental climate,32,357,0.0896358543417367
5298900,Iris ensata,Dwa,Monsoon-influenced hot-summer humid continental climate,65,357,0.18207282913165265
5298900,Iris ensata,Dfb,Warm-summer humid continental climate,76,357,0.21288515406162464
5371886,Oenanthe javanica,NA,NA,27,1763,0.015314804310833806
5408775,Lobelia sessilifolia,Dwa,Monsoon-influenced hot-summer humid continental climate,24,390,0.06153846153846154
5408775,Lobelia sessilifolia,Dwc,Monsoon-influenced subarctic climate,4,390,0.010256410256410256
5408775,Lobelia sessilifolia,Dwb,Monsoon-influenced warm-summer humid continental climate,50,390,0.1282051282051282
5408775,Lobelia sessilifolia,NA,NA,3,390,0.007692307692307693
3169331,Lysimachia clethroides,Dwa,Monsoon-influenced hot-summer humid continental climate,872,4085,0.2134638922888617
8424006,Imperata cylindrica,Dwa,Monsoon-influenced hot-summer humid continental climate,174,22899,0.007598585091052011
3169331,Lysimachia clethroides,Dfa,Hot-summer humid continental climate,843,4085,0.20636474908200733
3169331,Lysimachia clethroides,Dwb,Monsoon-influenced warm-summer humid continental climate,61,4085,0.014932680538555692
8424006,Imperata cylindrica,Dwb,Monsoon-influenced warm-summer humid continental climate,4,22899,1.746801170356784e-4
2774158,Ophiopogon japonicus,NA,NA,20,1463,0.01367053998632946
5371886,Oenanthe javanica,Dwa,Monsoon-influenced hot-summer humid continental climate,168,1763,0.0952921157118548
5371886,Oenanthe javanica,Dfa,Hot-summer humid continental climate,108,1763,0.061259217243335225
5371886,Oenanthe javanica,Dwb,Monsoon-influenced warm-summer humid continental climate,17,1763,0.009642654566080544
5415001,Limnophila sessiliflora,Dwa,Monsoon-influenced hot-summer humid continental climate,14,669,0.02092675635276532
5415001,Limnophila sessiliflora,Dfb,Warm-summer humid continental climate,1,669,0.0014947683109118087
5415001,Limnophila sessiliflora,Dwb,Monsoon-influenced warm-summer humid continental climate,1,669,0.0014947683109118087
5415001,Limnophila sessiliflora,Cwa,Monsoon-influenced humid subtropical climate,15,669,0.02242152466367713
2882422,Nymphaea tetragona,Dfa,Hot-summer humid continental climate,32,1503,0.021290751829673986
6135900,Nuphar japonicum,Dfa,Hot-summer humid continental climate,19,70,0.2714285714285714
5298334,Iris laevigata,Dwb,Monsoon-influenced warm-summer humid continental climate,35,284,0.12323943661971831
3034602,Hydrocotyle verticillata,NA,NA,20,1541,0.012978585334198572
8666838,Ludwigia peruviana,Cfa,Humid subtropical climate,915,1794,0.5100334448160535
6063677,Gymnocoronis spilanthoides,Aw,"Tropical savanna, wet",34,357,0.09523809523809523
6026968,Hydrocotyle leucocephala,Aw,"Tropical savanna, wet",78,574,0.13588850174216027
2984306,Gunnera tinctoria,Cfb,Temperate oceanic climate,2166,2607,0.8308400460299195
5371886,Oenanthe javanica,Af,Tropical rainforest climate,54,1763,0.030629608621667612
3169340,Lysimachia punctata,Dfc,Subarctic climate,2942,48447,0.06072615435424278
3169340,Lysimachia punctata,Csa,Hot-summer Mediterranean climate,49,48447,0.0010114145354717526
5415348,Hygrophila costata,Cfb,Temperate oceanic climate,73,790,0.09240506329113925
2713316,Isolepis cernua,ET,Tundra,10,5982,0.001671681711802073
5555442,Myriophyllum crispatum,Csb,Warm-summer Mediterranean climate,82,1591,0.051539912005028284
6026968,Hydrocotyle leucocephala,Af,Tropical rainforest climate,93,574,0.16202090592334495
2774158,Ophiopogon japonicus,Cwa,Monsoon-influenced humid subtropical climate,81,1463,0.05536568694463431
5415005,Limnophila aromatica,Cfb,Temperate oceanic climate,3,269,0.011152416356877323
5421030,Ludwigia repens,Cfa,Humid subtropical climate,146,335,0.43582089552238806
5408775,Lobelia sessilifolia,Cfa,Humid subtropical climate,96,390,0.24615384615384617
2774158,Ophiopogon japonicus,Cfb,Temperate oceanic climate,17,1463,0.01161995898838004
5421031,Ludwigia repens,Csb,Warm-summer Mediterranean climate,2,335,0.005970149253731343
2703459,Oryza sativa,Csa,Hot-summer Mediterranean climate,110,10226,0.010756894191277136
5298796,Iris setosa,Dfb,Warm-summer humid continental climate,72,873,0.08247422680412371
2701612,Juncus ensifolius,Dfb,Warm-summer humid continental climate,260,1627,0.15980331899200984
5330182,Peltandra virginica,Cfb,Temperate oceanic climate,19,1656,0.011473429951690822
2701612,Juncus ensifolius,Dsc,Dry-summer regular subarctic climate,25,1627,0.015365703749231715
2882422,Nymphaea tetragona,Dwb,Monsoon-influenced warm-summer humid continental climate,27,1503,0.017964071856287425
5555409,Myriophyllum simulans,Cwa,Monsoon-influenced humid subtropical climate,14,831,0.01684717208182912
2882449,Nelumbo nucifera,BSh,Hot semi-arid (steppe) climate,19,1618,0.011742892459826947
5274865,Marsilea hirsuta,Cfa,Humid subtropical climate,104,856,0.12149532710280374
6026968,Hydrocotyle leucocephala,NA,NA,91,574,0.15853658536585366
3171302,Mazus miquelii,NA,NA,10,857,0.011668611435239206
5395475,Ligularia dentata,Cwa,Monsoon-influenced humid subtropical climate,23,572,0.04020979020979021
5421031,Ludwigia repens,BSk,Cold semi-arid (steppe) climate,31,335,0.09253731343283582
5298334,Iris laevigata,Dwc,Monsoon-influenced subarctic climate,139,284,0.4894366197183099
8304246,Lobelia siphilitica,BSk,Cold semi-arid (steppe) climate,46,6291,0.007312033063106025
8304246,Lobelia siphilitica,Cwa,Monsoon-influenced humid subtropical climate,1,6291,1.5895724050230488e-4
5545183,Ludwigia ovalis,Dfb,Warm-summer humid continental climate,5,147,0.034013605442176874
5298334,Iris laevigata,Cfa,Humid subtropical climate,20,284,0.07042253521126761
3171302,Mazus miquelii,Dfb,Warm-summer humid continental climate,74,857,0.08634772462077013
5613335,Marsilea crenata,Af,Tropical rainforest climate,9,141,0.06382978723404255
5274865,Marsilea hirsuta,BWh,Hot deserts climate,238,856,0.2780373831775701
8424006,Imperata cylindrica,BSk,Cold semi-arid (steppe) climate,636,22899,0.02777413860867287
8120010,Imperata cylindrica,BSh,Hot semi-arid (steppe) climate,201,22899,0.00877767588104284
5555409,Myriophyllum simulans,BSk,Cold semi-arid (steppe) climate,38,831,0.0457280385078219
6026968,Hydrocotyle leucocephala,Cwa,Monsoon-influenced humid subtropical climate,7,574,0.012195121951219513
2864529,Helanthium tenellum,Dfb,Warm-summer humid continental climate,1,144,0.006944444444444444
5613335,Marsilea crenata,Am,Tropical monsoon climate,12,141,0.0851063829787234
5274865,Marsilea hirsuta,Cfb,Temperate oceanic climate,128,856,0.14953271028037382
2713316,Isolepis cernua,Af,Tropical rainforest climate,2,5982,3.3433634236041456e-4
5341508,Nymphoides aquatica,Aw,"Tropical savanna, wet",17,155,0.10967741935483871
5384931,Houttuynia cordata,Cwa,Monsoon-influenced humid subtropical climate,168,2958,0.056795131845841784
2701612,Juncus ensifolius,Cfa,Humid subtropical climate,7,1627,0.0043023970497848806
5298019,Iris versicolor,ET,Tundra,2,4103,4.874482086278333e-4
5395559,Ligularia przewalskii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,15,148,0.10135135135135136
5361785,Myriophyllum aquaticum,BSk,Cold semi-arid (steppe) climate,535,8927,0.059930547776408646
3169331,Lysimachia clethroides,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,34,4085,0.00832313341493268
5408269,Lobelia cardinalis,As,Tropical dry savanna climate,19,9833,0.0019322688904708635
2703459,Oryza sativa,BSk,Cold semi-arid (steppe) climate,72,10226,0.0070408761979268535
5409120,Lobelia siphilitica,NA,NA,11,6291,0.0017485296455253536
5613335,Marsilea crenata,Aw,"Tropical savanna, wet",65,141,0.46099290780141844
5415005,Limnophila aromatica,Aw,"Tropical savanna, wet",71,269,0.26394052044609667
2882449,Nelumbo nucifera,Aw,"Tropical savanna, wet",291,1618,0.17985166872682323
5613335,Marsilea crenata,Cwa,Monsoon-influenced humid subtropical climate,12,141,0.0851063829787234
5613335,Marsilea crenata,BSh,Hot semi-arid (steppe) climate,7,141,0.04964539007092199
6026805,Hydrocotyle tripartita,Cfa,Humid subtropical climate,571,1556,0.36696658097686374
2701612,Juncus ensifolius,NA,NA,11,1627,0.006760909649661954
2864584,Hydrocleys nymphoides,Af,Tropical rainforest climate,17,383,0.044386422976501305
6413522,Juncus ensifolius,ET,Tundra,14,1627,0.008604794099569761
5298126,Iris sibirica,Cfa,Humid subtropical climate,34,6451,0.005270500697566269
5415353,Hygrophila corymbosa,Aw,"Tropical savanna, wet",2,17,0.11764705882352941
6026968,Hydrocotyle leucocephala,Cfb,Temperate oceanic climate,49,574,0.08536585365853659
5371886,Oenanthe javanica,BSk,Cold semi-arid (steppe) climate,5,1763,0.0028360748723766306
3636471,Hydrocotyle novae-zeelandiae,NA,NA,27,817,0.033047735618115054
5298019,Iris versicolor,Dfc,Subarctic climate,248,4103,0.06044357786985133
6026968,Hydrocotyle leucocephala,Cfa,Humid subtropical climate,161,574,0.2804878048780488
5395475,Ligularia dentata,Dfb,Warm-summer humid continental climate,162,572,0.28321678321678323
2774158,Ophiopogon japonicus,Dfb,Warm-summer humid continental climate,16,1463,0.010936431989063569
5298126,Iris sibirica,Dfa,Hot-summer humid continental climate,33,6451,0.005115485971167261
8418338,Hydrocotyle sibthorpioides,Am,Tropical monsoon climate,16,7813,0.0020478689363880712
2774158,Ophiopogon japonicus,Am,Tropical monsoon climate,12,1463,0.008202323991797676
5415001,Limnophila sessiliflora,Cfa,Humid subtropical climate,579,669,0.8654708520179372
5415005,Limnophila aromatica,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,269,0.007434944237918215
5415005,Limnophila aromatica,Am,Tropical monsoon climate,29,269,0.10780669144981413
2774158,Ophiopogon japonicus,Aw,"Tropical savanna, wet",8,1463,0.005468215994531784
3172187,Micranthemum umbrosum,Am,Tropical monsoon climate,14,291,0.048109965635738834
3172187,Micranthemum umbrosum,Cfa,Humid subtropical climate,211,291,0.7250859106529209
3172187,Micranthemum umbrosum,NA,NA,4,291,0.013745704467353952
2701978,Juncus repens,Am,Tropical monsoon climate,7,211,0.03317535545023697
5330182,Peltandra virginica,NA,NA,2,1656,0.0012077294685990338
5341508,Nymphoides aquatica,Am,Tropical monsoon climate,9,155,0.05806451612903226
5408287,Lobelia cardinalis,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,123,9833,0.01250889860673243
8666838,Ludwigia peruviana,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,67,1794,0.037346711259754736
2707884,Mayaca sellowiana,NA,NA,36,241,0.14937759336099585
5415348,Hygrophila costata,NA,NA,183,790,0.23164556962025318
5421024,Ludwigia peruviana,NA,NA,33,1794,0.01839464882943144
6070732,Mimulus ringens,NA,NA,3,3579,8.382229673093043e-4
5361785,Myriophyllum aquaticum,NA,NA,44,8927,0.004928867480676599
2864584,Hydrocleys nymphoides,Cwa,Monsoon-influenced humid subtropical climate,15,383,0.0391644908616188
2774158,Ophiopogon japonicus,Dwa,Monsoon-influenced hot-summer humid continental climate,39,1463,0.026657552973342446
5555442,Myriophyllum crispatum,BSk,Cold semi-arid (steppe) climate,822,1591,0.5166561910747958
5384931,Houttuynia cordata,Csb,Warm-summer Mediterranean climate,25,2958,0.008451656524678837
5361785,Myriophyllum aquaticum,Csa,Hot-summer Mediterranean climate,243,8927,0.027220790859191216
5408269,Lobelia cardinalis,BWh,Hot deserts climate,62,9833,0.006305298484694397
3034602,Hydrocotyle verticillata,BWh,Hot deserts climate,50,1541,0.03244646333549643
5408287,Lobelia cardinalis,BWk,Cold desert climate,22,9833,0.002237363978439947
2713316,Isolepis cernua,BSk,Cold semi-arid (steppe) climate,136,5982,0.02273487128050819
5361785,Myriophyllum aquaticum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,113,8927,0.012658227848101266
2701612,Juncus ensifolius,Csa,Hot-summer Mediterranean climate,46,1627,0.028272894898586354
3172187,Micranthemum umbrosum,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,9,291,0.030927835051546393
5408775,Lobelia sessilifolia,Dfc,Subarctic climate,32,390,0.08205128205128205
5298796,Iris setosa,Dfd,Extremely cold subarctic climate,22,873,0.025200458190148912
2882422,Nymphaea tetragona,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,5,1503,0.00332667997338656
5395559,Ligularia przewalskii,Dwa,Monsoon-influenced hot-summer humid continental climate,3,148,0.02027027027027027
3152596,Hibiscus moscheutos,Cwa,Monsoon-influenced humid subtropical climate,1,2070,4.830917874396135e-4
5408775,Lobelia sessilifolia,Cwa,Monsoon-influenced humid subtropical climate,4,390,0.010256410256410256
5395475,Ligularia dentata,Cfa,Humid subtropical climate,75,572,0.13111888111888112
5395559,Ligularia przewalskii,Cwa,Monsoon-influenced humid subtropical climate,4,148,0.02702702702702703
5395559,Ligularia przewalskii,Dwc,Monsoon-influenced subarctic climate,12,148,0.08108108108108109
5395475,Ligularia dentata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,10,572,0.017482517482517484
5384931,Houttuynia cordata,Aw,"Tropical savanna, wet",11,2958,0.0037187288708586883
5395559,Ligularia przewalskii,BSk,Cold semi-arid (steppe) climate,6,148,0.04054054054054054
2882422,Nymphaea tetragona,Cwa,Monsoon-influenced humid subtropical climate,4,1503,0.0026613439787092482
2774158,Ophiopogon japonicus,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,23,1463,0.01572112098427888
3152596,Hibiscus moscheutos,Dwb,Monsoon-influenced warm-summer humid continental climate,1,2070,4.830917874396135e-4
5408287,Lobelia cardinalis,Am,Tropical monsoon climate,98,9833,0.009966439540323401
2882422,Nymphaea tetragona,Dfd,Extremely cold subarctic climate,6,1503,0.003992015968063872
5298334,Iris laevigata,Dfd,Extremely cold subarctic climate,17,284,0.05985915492957746
5371886,Oenanthe javanica,Dwc,Monsoon-influenced subarctic climate,2,1763,0.0011344299489506524
2869301,Lysichiton camtschatcensis,Csb,Warm-summer Mediterranean climate,1,145,0.006896551724137931
6026968,Hydrocotyle leucocephala,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,11,574,0.01916376306620209
2703459,Oryza sativa,As,Tropical dry savanna climate,327,10226,0.03197731273225112
3636786,Lilaeopsis brasiliensis,NA,NA,5,20,0.25
8418338,Hydrocotyle sibthorpioides,Csb,Warm-summer Mediterranean climate,192,7813,0.024574427236656853
2703459,Oryza sativa,Dfa,Hot-summer humid continental climate,16,10226,0.0015646391550948563
8310131,Imperata cylindrica,Dfa,Hot-summer humid continental climate,76,22899,0.0033189222236778898
2882449,Nelumbo nucifera,Cwa,Monsoon-influenced humid subtropical climate,111,1618,0.06860321384425216
5298334,Iris laevigata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,284,0.007042253521126761
5298334,Iris laevigata,Cwa,Monsoon-influenced humid subtropical climate,1,284,0.0035211267605633804
2774158,Ophiopogon japonicus,Dwc,Monsoon-influenced subarctic climate,3,1463,0.002050580997949419
5408775,Lobelia sessilifolia,Dfa,Hot-summer humid continental climate,17,390,0.04358974358974359
3169340,Lysimachia punctata,Csb,Warm-summer Mediterranean climate,172,48447,0.00355027143063554
5555409,Myriophyllum simulans,Csb,Warm-summer Mediterranean climate,195,831,0.23465703971119134
6434985,Nuphar advena,Cfa,Humid subtropical climate,997,1728,0.5769675925925926
6070732,Mimulus ringens,BSk,Cold semi-arid (steppe) climate,3,3579,8.382229673093043e-4
2703459,Oryza sativa,BSh,Hot semi-arid (steppe) climate,461,10226,0.04508116565617055
3169331,Lysimachia clethroides,NA,NA,26,4085,0.006364749082007344
5415001,Limnophila sessiliflora,Dfa,Hot-summer humid continental climate,15,669,0.02242152466367713
3171302,Mazus miquelii,Dfa,Hot-summer humid continental climate,80,857,0.09334889148191365
5545183,Ludwigia ovalis,Dfa,Hot-summer humid continental climate,20,147,0.1360544217687075
6135900,Nuphar japonicum,Dfb,Warm-summer humid continental climate,14,70,0.2
5384931,Houttuynia cordata,Dfa,Hot-summer humid continental climate,382,2958,0.12914131169709264
8418338,Hydrocotyle sibthorpioides,Dfa,Hot-summer humid continental climate,123,7813,0.015742992448483296
8418338,Hydrocotyle sibthorpioides,Dfb,Warm-summer humid continental climate,21,7813,0.0026878279790093435
5415348,Hygrophila costata,Cwa,Monsoon-influenced humid subtropical climate,3,790,0.0037974683544303796
6070732,Mimulus ringens,Csb,Warm-summer Mediterranean climate,9,3579,0.002514668901927913
3169331,Lysimachia clethroides,Cfb,Temperate oceanic climate,204,4085,0.049938800489596084
5298334,Iris laevigata,Dfb,Warm-summer humid continental climate,11,284,0.03873239436619718
5298334,Iris laevigata,Cfb,Temperate oceanic climate,19,284,0.06690140845070422
5298900,Iris ensata,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,357,0.0056022408963585435
3034602,Hydrocotyle verticillata,Af,Tropical rainforest climate,36,1541,0.02336145360155743
3169340,Lysimachia punctata,NA,NA,78,48447,0.0016100068115672797
2713259,Isolepis nigricans,Am,Tropical monsoon climate,2,70,0.02857142857142857
5361785,Myriophyllum aquaticum,BWh,Hot deserts climate,165,8927,0.018483253052537247
5341508,Nymphoides aquatica,Cfa,Humid subtropical climate,123,155,0.7935483870967742
5329640,Limnobium spongia,Cfa,Humid subtropical climate,183,212,0.8632075471698113
2864584,Hydrocleys nymphoides,NA,NA,24,383,0.06266318537859007
5408287,Lobelia cardinalis,Af,Tropical rainforest climate,56,9833,0.005695108308756229
5329646,Limnobium spongia,Am,Tropical monsoon climate,6,212,0.02830188679245283
2882422,Nymphaea tetragona,Dwa,Monsoon-influenced hot-summer humid continental climate,23,1503,0.015302727877578177
5298334,Iris laevigata,Dwa,Monsoon-influenced hot-summer humid continental climate,1,284,0.0035211267605633804
2882449,Nelumbo nucifera,Af,Tropical rainforest climate,89,1618,0.0550061804697157
5361785,Myriophyllum aquaticum,Csb,Warm-summer Mediterranean climate,417,8927,0.04671222135095777
2984306,Gunnera tinctoria,NA,NA,24,2607,0.009205983889528193
8666838,Ludwigia peruviana,As,Tropical dry savanna climate,2,1794,0.0011148272017837235
5298900,Iris ensata,Csb,Warm-summer Mediterranean climate,1,357,0.0028011204481792717
5298126,Iris sibirica,Csb,Warm-summer Mediterranean climate,10,6451,0.0015501472639900791
5330733,Orontium aquaticum,Aw,"Tropical savanna, wet",1,753,0.0013280212483399733
5298334,Iris laevigata,Csb,Warm-summer Mediterranean climate,2,284,0.007042253521126761
5361785,Myriophyllum aquaticum,BWk,Cold desert climate,27,8927,0.0030245323176879132
5421030,Ludwigia repens,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,2,335,0.005970149253731343
2701612,Juncus ensifolius,BWk,Cold desert climate,7,1627,0.0043023970497848806
8418338,Hydrocotyle sibthorpioides,Af,Tropical rainforest climate,60,7813,0.007679508511455267
5415005,Limnophila aromatica,Af,Tropical rainforest climate,25,269,0.09293680297397769
5371886,Oenanthe javanica,Am,Tropical monsoon climate,4,1763,0.0022688598979013048
3034602,Hydrocotyle verticillata,Csa,Hot-summer Mediterranean climate,57,1541,0.03698896820246593
5395475,Ligularia dentata,NA,NA,2,572,0.0034965034965034965
5395559,Ligularia przewalskii,NA,NA,1,148,0.006756756756756757
5371886,Oenanthe javanica,Cfb,Temperate oceanic climate,26,1763,0.01474758933635848
2882449,Nelumbo nucifera,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,10,1618,0.006180469715698393
2864513,Helanthium bolivianum,Aw,"Tropical savanna, wet",31,42,0.7380952380952381
2703459,Oryza sativa,Dwb,Monsoon-influenced warm-summer humid continental climate,1,10226,9.778994719342852e-5
6135900,Nuphar japonicum,Cfa,Humid subtropical climate,34,70,0.4857142857142857
5298334,Iris laevigata,Dfa,Hot-summer humid continental climate,2,284,0.007042253521126761
2746005,Hesperantha coccinea,BSh,Hot semi-arid (steppe) climate,4,387,0.0103359173126615
8418338,Hydrocotyle sibthorpioides,BSh,Hot semi-arid (steppe) climate,31,7813,0.003967746064251888
2707884,Mayaca sellowiana,Cfa,Humid subtropical climate,41,241,0.17012448132780084
5395475,Ligularia dentata,Dwb,Monsoon-influenced warm-summer humid continental climate,5,572,0.008741258741258742
8078925,Gunnera manicata,As,Tropical dry savanna climate,1,90,0.011111111111111112
2701612,Juncus ensifolius,Dfa,Hot-summer humid continental climate,2,1627,0.001229256299938537
5298796,Iris setosa,Cfc,Subpolar oceanic climate,14,873,0.016036655211912942
5421024,Ludwigia peruviana,BWk,Cold desert climate,1,1794,5.574136008918618e-4
2864529,Helanthium tenellum,Cfb,Temperate oceanic climate,2,144,0.013888888888888888
6026805,Hydrocotyle tripartita,Cwa,Monsoon-influenced humid subtropical climate,3,1556,0.0019280205655526992
3169340,Lysimachia punctata,Cfc,Subpolar oceanic climate,173,48447,0.003570912543604351
3724241,Micranthemum callitrichoides,Aw,"Tropical savanna, wet",7,12,0.5833333333333334
5421030,Ludwigia repens,Csa,Hot-summer Mediterranean climate,22,335,0.06567164179104477
8078925,Gunnera manicata,Cfb,Temperate oceanic climate,59,90,0.6555555555555556
2713259,Isolepis nigricans,Cfb,Temperate oceanic climate,26,70,0.37142857142857144
2703459,Oryza sativa,BWh,Hot deserts climate,152,10226,0.014864071973401134
2703459,Oryza sativa,Dwc,Monsoon-influenced subarctic climate,36,10226,0.0035204380989634267
5274865,Marsilea hirsuta,Csa,Hot-summer Mediterranean climate,19,856,0.02219626168224299
2713316,Isolepis cernua,BSh,Hot semi-arid (steppe) climate,25,5982,0.004179204279505183
5395475,Ligularia dentata,Cfb,Temperate oceanic climate,210,572,0.36713286713286714
8120010,Imperata cylindrica,As,Tropical dry savanna climate,11,22899,4.8037032184811563e-4
2707884,Mayaca sellowiana,Aw,"Tropical savanna, wet",97,241,0.4024896265560166
2882422,Nymphaea tetragona,Dwc,Monsoon-influenced subarctic climate,74,1503,0.049234863606121095
5421030,Ludwigia repens,BWk,Cold desert climate,3,335,0.008955223880597015
5361785,Myriophyllum aquaticum,Af,Tropical rainforest climate,64,8927,0.007169261790075053
2869301,Lysichiton camtschatcensis,Cfb,Temperate oceanic climate,23,145,0.15862068965517243
5408287,Lobelia cardinalis,Aw,"Tropical savanna, wet",125,9833,0.012712295332045154
2882449,Nelumbo nucifera,Dwa,Monsoon-influenced hot-summer humid continental climate,78,1618,0.048207663782447466
5384931,Houttuynia cordata,Dwc,Monsoon-influenced subarctic climate,7,2958,0.0023664638269100743
2703459,Oryza sativa,Dwa,Monsoon-influenced hot-summer humid continental climate,21,10226,0.0020535888910619988
5298900,Iris ensata,ET,Tundra,1,357,0.0028011204481792717
2882422,Nymphaea tetragona,BWk,Cold desert climate,2,1503,0.0013306719893546241
5395475,Ligularia dentata,Dwa,Monsoon-influenced hot-summer humid continental climate,1,572,0.0017482517482517483
5384931,Houttuynia cordata,Dwb,Monsoon-influenced warm-summer humid continental climate,2,2958,6.76132521974307e-4
5384931,Houttuynia cordata,ET,Tundra,2,2958,6.76132521974307e-4
2882449,Nelumbo nucifera,BSk,Cold semi-arid (steppe) climate,27,1618,0.01668726823238566
5555409,Myriophyllum simulans,Aw,"Tropical savanna, wet",2,831,0.0024067388688327317
3636471,Hydrocotyle novae-zeelandiae,Cfb,Temperate oceanic climate,478,817,0.5850673194614443
3636471,Hydrocotyle novae-zeelandiae,ET,Tundra,23,817,0.028151774785801713
3636471,Hydrocotyle novae-zeelandiae,Cfc,Subpolar oceanic climate,284,817,0.34761321909424725
5545122,Ludwigia senegalensis,Aw,"Tropical savanna, wet",13,19,0.6842105263157895
5361785,Myriophyllum aquaticum,Dfa,Hot-summer humid continental climate,82,8927,0.009185616668533661
3172187,Micranthemum umbrosum,Cfb,Temperate oceanic climate,9,291,0.030927835051546393
3636786,Lilaeopsis brasiliensis,Cwa,Monsoon-influenced humid subtropical climate,1,20,0.05
2766146,Heteranthera zosterifolia,Aw,"Tropical savanna, wet",10,55,0.18181818181818182
5545122,Ludwigia senegalensis,BSh,Hot semi-arid (steppe) climate,3,19,0.15789473684210525
6070732,Mimulus ringens,Dfc,Subarctic climate,22,3579,0.006146968426934898
3171302,Mazus miquelii,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,5,857,0.005834305717619603
8078925,Gunnera manicata,Cfa,Humid subtropical climate,10,90,0.1111111111111111
5330182,Peltandra virginica,Am,Tropical monsoon climate,8,1656,0.004830917874396135
3172190,Micranthemum glomeratum,Am,Tropical monsoon climate,4,32,0.125
5330182,Peltandra virginica,Aw,"Tropical savanna, wet",7,1656,0.004227053140096618
5421030,Ludwigia repens,NA,NA,2,335,0.005970149253731343
3172190,Micranthemum glomeratum,Aw,"Tropical savanna, wet",7,32,0.21875
3172190,Micranthemum glomeratum,Cfa,Humid subtropical climate,20,32,0.625
5329640,Limnobium spongia,Aw,"Tropical savanna, wet",3,212,0.014150943396226415
5361785,Myriophyllum aquaticum,Am,Tropical monsoon climate,35,8927,0.0039206900414472945
2864584,Hydrocleys nymphoides,Cfb,Temperate oceanic climate,85,383,0.22193211488250653
5421024,Ludwigia peruviana,BSh,Hot semi-arid (steppe) climate,10,1794,0.005574136008918618
5298126,Iris sibirica,ET,Tundra,14,6451,0.002170206169586111
5555442,Myriophyllum crispatum,Cwa,Monsoon-influenced humid subtropical climate,2,1591,0.001257071024512885
5409120,Lobelia siphilitica,Dwa,Monsoon-influenced hot-summer humid continental climate,3,6291,4.768717215069146e-4
3636786,Lilaeopsis brasiliensis,Cfb,Temperate oceanic climate,8,20,0.4
5361785,Myriophyllum aquaticum,Cwa,Monsoon-influenced humid subtropical climate,83,8927,0.009297636384003584
6434985,Nuphar advena,Cfc,Subpolar oceanic climate,3,1728,0.001736111111111111
5361785,Myriophyllum aquaticum,BSh,Hot semi-arid (steppe) climate,34,8927,0.003808670325977372
5395559,Ligularia przewalskii,Dfb,Warm-summer humid continental climate,32,148,0.21621621621621623
5421030,Ludwigia repens,Cwa,Monsoon-influenced humid subtropical climate,11,335,0.03283582089552239
2701612,Juncus ensifolius,BWh,Hot deserts climate,7,1627,0.0043023970497848806
3034602,Hydrocotyle verticillata,As,Tropical dry savanna climate,5,1541,0.003244646333549643
3172187,Micranthemum umbrosum,Aw,"Tropical savanna, wet",24,291,0.08247422680412371
6026805,Hydrocotyle tripartita,Cfc,Subpolar oceanic climate,8,1556,0.005141388174807198
2864584,Hydrocleys nymphoides,BSh,Hot semi-arid (steppe) climate,19,383,0.04960835509138381
5298126,Iris sibirica,Dwb,Monsoon-influenced warm-summer humid continental climate,1,6451,1.550147263990079e-4
5298334,Iris laevigata,Dfc,Subarctic climate,24,284,0.08450704225352113
6026968,Hydrocotyle leucocephala,Am,Tropical monsoon climate,80,574,0.13937282229965156
3152596,Hibiscus moscheutos,Cwb,Subtropical highland climate or temperate oceanic climate with dry winters,1,2070,4.830917874396135e-4
