gbifID,eventDate,year,month,day,taxonKey,species,BEKNAAM,POLY_AREA,Area_km2,gml_id,gid,idsurfhyd,nom,naam,type,type_nl,geometry
3867019985,2022-06-19T00:00:00Z,2022,6,19,6070603,Erythranthe guttata,Zenne - Senne,1168339049.21,1168,water_surface.42,42,ETA014,Etang Rond - Parc de Woluwe,Ronde vijver - Woluwepark,Etang,Vijver,"c(154481.210863432, 168874.953336252)"
3867015115,2022-06-21T00:00:00Z,2022,6,21,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143567.089194261, 167191.600683982)"
3867000606,2022-07-02T00:00:00Z,2022,7,2,2703231,Zizania latifolia,Zenne - Senne,1168339049.21,1168,water_surface.271,271,FON084,Etang Erasme aval,Vijver Erasmus afwaarts,Etang,Vijver,"c(143256.606339978, 166878.292380149)"
3866999915,2022-07-10T00:00:00Z,2022,7,10,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143557.236556643, 167202.736701276)"
3866995002,2022-07-10T00:00:00Z,2022,7,10,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143556.531827369, 167202.737562482)"
3805208507,2022-06-01T00:00:00Z,2022,6,1,6070603,Erythranthe guttata,Zenne - Senne,1168339049.21,1168,water_surface.42,42,ETA014,Etang Rond - Parc de Woluwe,Ronde vijver - Woluwepark,Etang,Vijver,"c(154399.56406095, 168785.891056865)"
3805165473,2022-05-05T00:00:00Z,2022,5,5,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143547.370346826, 167202.74876682)"
3805163460,2022-05-05T00:00:00Z,2022,5,5,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143541.015518498, 167192.744959799)"
3748635639,2022-03-29T00:00:00Z,2022,3,29,3088310,Petasites japonicus,Zenne - Senne,1168339049.21,1168,water_surface.42,42,ETA014,Etang Rond - Parc de Woluwe,Ronde vijver - Woluwepark,Etang,Vijver,"c(154439.521047609, 169019.529795246)"
3699086513,2021-04-24T00:00:00Z,2021,4,24,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143546.664255988, 167201.637232314)"
3345196453,2021-08-11T00:00:00Z,2021,8,11,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145827.955074956, 174446.681473535)"
3334814633,2021-07-09T00:00:00Z,2021,7,9,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143552.302091364, 167201.630334678)"
3334789566,2021-07-06T00:00:00Z,2021,7,6,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143552.302091364, 167201.630334678)"
3319971653,2021-06-22T00:00:00Z,2021,6,22,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143552.303451732, 167202.742731722)"
3113934473,2021-04-29T00:00:00Z,2021,4,29,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143543.828992311, 167188.291919135)"
2976398318,2020-09-15T08:46:16Z,2020,9,15,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,water_surface.197,197,FON172,Mare Est (aval) - Marais de Ganshoren,Poel Oost (afwaarts) - Moeras van Ganshoren,Mare,Poel,"c(145775.807638519, 174447.612818459)"
2976081626,2020-09-06T08:28:11Z,2020,9,6,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143551.169898221, 167197.84956379)"
2960661443,2020-10-11T00:00:00Z,2020,10,11,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143558.639220091, 167197.172993942)"
2858021006,2020-07-29T00:00:00Z,2020,7,29,6070603,Erythranthe guttata,Zenne - Senne,1168339049.21,1168,water_surface.42,42,ETA014,Etang Rond - Parc de Woluwe,Ronde vijver - Woluwepark,Etang,Vijver,"c(154403.108413876, 168760.308813326)"
2645460222,2019-08-11T14:48:57Z,2019,8,11,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143549.480179546, 167199.186509251)"
2645275297,2019-06-02T13:20:43Z,2019,6,2,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143553.148038708, 167201.851779965)"
2239281065,2019-03-11T00:00:00Z,2019,3,11,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143555.115569978, 167197.177299988)"
2235304691,2018-06-30T00:00:00Z,2018,6,30,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,water_surface.258,258,ETA290,Etang,Vijver,Etang,Vijver,"c(143544.540533611, 167193.853041279)"
2235219913,2017-06-17T00:00:00Z,2017,6,17,2227300,Procambarus clarkii,Zenne - Senne,1168339049.21,1168,water_surface.218,218,FON076,Fontaine Square Marie-Louise,Fontein Marie-Louise Square,Etang,Vijver,"c(150695.635748571, 170797.505807926)"
