gbifID,eventDate,year,month,day,taxonKey,species,BEKNAAM,POLY_AREA,Area_km2,WVLC,NAAM,GEBIED,OPPWVL,OMTWVL,geometry
3805183882,2022-05-15T00:00:00Z,2022,5,15,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBIE0033,NA,NA,2606.93077849,189.407494124,"c(177681.941810322, 173172.592462384)"
3805170668,2022-06-04T00:00:00Z,2022,6,4,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRARS0120,NA,Meetshovenbos,952.16580386,120.848692587,"c(181377.285933522, 187830.090089194)"
3780783255,2021-08-12T00:00:00Z,2021,8,12,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,ANTMEC0030,Grote Vijver,NA,629605.550942,5750.28504268,"c(155139.699024131, 195248.229426831)"
3780777913,2018-09-24T00:00:00Z,2018,9,24,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158112.073393827, 185181.978263034)"
3780775797,2019-07-05T00:00:00Z,2019,7,5,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158122.703649864, 185569.128370641)"
3780775500,2021-07-02T00:00:00Z,2021,7,2,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(157876.575375816, 185329.571159998)"
3780772045,2020-10-15T00:00:00Z,2020,10,15,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,ANTMEC0030,Grote Vijver,NA,629605.550942,5750.28504268,"c(155328.714885851, 194803.427822447)"
3780771746,2018-12-14T00:00:00Z,2018,12,14,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRBMB0084,NA,NA,3831.32544889,273.101693878,"c(162957.702251605, 187560.235211176)"
3780771003,2018-12-07T00:00:00Z,2018,12,7,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRARS0120,NA,Meetshovenbos,952.16580386,120.848692587,"c(181373.1010517, 187825.614942641)"
3780767767,2018-05-17T00:00:00Z,2018,5,17,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRTRE0147,NA,NA,1715.56861824,170.411224791,"c(173983.358600308, 186168.775411624)"
3780766333,2021-05-21T00:00:00Z,2021,5,21,5361785,Myriophyllum aquaticum,Mark - Marcq,178649712.428,179,OVLGER0166,NA,NA,1573.57047952,174.728974666,"c(118724.479956757, 159896.718245098)"
3765299860,2022-04-25T00:00:00Z,2022,4,25,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRVIL0060,NA,NA,84.050395642,34.1090568712,"c(156062.33052112, 182529.324446644)"
3765296885,2022-04-27T00:00:00Z,2022,4,27,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRVIL0060,NA,NA,84.050395642,34.1090568712,"c(156060.222525688, 182529.321978046)"
3748643638,2022-03-24T00:00:00Z,2022,3,24,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRHCT0116,NA,NA,290.160170832,66.7522988104,"c(167623.381727556, 184799.490288425)"
3467131362,2021-09-11T00:00:00Z,2021,9,11,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBIE0033,NA,NA,2606.93077849,189.407494124,"c(177654.547682767, 173161.322896675)"
3421061584,2021-12-02T00:00:00Z,2021,12,2,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174288.152224547, 173038.883850452)"
3382587700,2021-09-17T00:00:00Z,2021,9,17,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRROT0256,NA,NA,16954.4430301,594.039182315,"c(174976.956781824, 185583.843273313)"
3382583696,2021-09-18T00:00:00Z,2021,9,18,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRBMB0084,NA,NA,3831.32544889,273.101693878,"c(162958.409791299, 187558.012053637)"
3382582455,2021-09-09T00:00:00Z,2021,9,9,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRKEE0112,NA,NA,192205.302415,4322.58342931,"c(171065.742652987, 188427.79963329)"
3351261958,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0131,NA,NA,9060.32841538,663.276335544,"c(174783.506965069, 175753.541341117)"
3351241000,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174233.151109302, 173058.762960487)"
3348545737,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0131,NA,NA,9060.32841538,663.276335544,"c(174783.506965069, 175753.541341117)"
3345227691,2013-08-28T00:00:00Z,2013,8,28,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(160143.846834827, 186264.634370989)"
3345186357,2021-09-05T00:00:00Z,2021,9,5,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBRSNO0018,NA,NA,18364.103484,689.431033024,"c(157961.352967062, 179051.075320371)"
3345176293,2021-09-03T00:00:00Z,2021,9,3,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,ANTMEC0140,NA,NA,384508.926714,2909.29454136,"c(155548.821932196, 188286.799277291)"
3334825302,2018-07-26T00:00:00Z,2018,7,26,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174195.801492904, 173067.377749058)"
3334812461,2021-07-04T00:00:00Z,2021,7,4,5362054,Crassula helmsii,Zenne - Senne,1168339049.21,1168,VBRGRI0110,NA,NA,209.679598011,54.0909739917,"c(150560.277491704, 184089.878329057)"
3334807453,2021-07-04T00:00:00Z,2021,7,4,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0023,NA,NA,6781.58796302,375.406314353,"c(170415.477249747, 170214.542972029)"
3334795565,2021-08-03T00:00:00Z,2021,8,3,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,ANTMEC0140,NA,NA,384508.926714,2909.29454136,"c(155538.244690446, 188332.39883671)"
3334791272,2021-07-04T00:00:00Z,2021,7,4,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0023,NA,NA,6781.58796302,375.406314353,"c(170395.773581147, 170210.016250146)"
3334786958,2021-07-17T00:00:00Z,2021,7,17,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRGRI0159,NA,NA,7065.06045047,519.85696577,"c(150193.095003799, 179739.094355804)"
3319961773,2021-06-09T00:00:00Z,2021,6,9,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRTRE0069,NA,NA,11316.7606386,417.406723171,"c(174929.075042513, 188247.976153434)"
3127919620,2021-05-23T00:00:00Z,2021,5,23,3034825,Heracleum mantegazzianum,Dijle - Dyle,1284040130.36,1284,ANTMEC0385,Recreatievijver De Nekker,Nekker,308870.473123,4361.75676781,"c(159434.48478329, 189833.184969261)"
3127907335,2021-05-17T00:00:00Z,2021,5,17,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBTM0022,NA,NA,544.490084462,122.348014684,"c(165395.250288628, 170844.731928673)"
3113960371,2021-04-19T00:00:00Z,2021,4,19,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0129,NA,NA,103141.653706,1444.75692889,"c(175122.506597656, 176073.097646904)"
3113934362,2021-04-19T00:00:00Z,2021,4,19,2869311,Lysichiton americanus,Zenne - Senne,1168339049.21,1168,VBRMEI0011,NA,NA,27015.6666617,1129.08878398,"c(147377.52319492, 179956.647945473)"
3113925731,2021-05-12T00:00:00Z,2021,5,12,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRVIL0004,NA,NA,1819.65052134,182.86415645,"c(150116.50512168, 178424.197147395)"
3097214548,2021-04-19T15:22:18Z,2021,4,19,2869311,Lysichiton americanus,Zenne - Senne,1168339049.21,1168,VBRMEI0011,NA,NA,27015.6666617,1129.08878398,"c(147374.927707403, 179968.107300689)"
3080714549,2021-04-08T00:00:00Z,2021,4,8,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRGRI0024,NA,NA,354.400126209,76.5065463851,"c(147614.140382986, 177720.550244886)"
3080708330,2021-03-14T00:00:00Z,2021,3,14,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBTM0022,NA,NA,544.490084462,122.348014684,"c(165393.818815213, 170852.514589732)"
3043838341,2020-10-06T00:00:00Z,2020,10,6,5362054,Crassula helmsii,Zenne - Senne,1168339049.21,1168,VBRHLE0087,NA,NA,212.653158939,52.4902390485,"c(140863.287792957, 155953.834916958)"
3043836534,2021-01-18T00:00:00Z,2021,1,18,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRARS0120,NA,Meetshovenbos,952.16580386,120.848692587,"c(181368.862518145, 187830.03930766)"
3019495509,2020-11-18T00:00:00Z,2020,11,18,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0131,NA,NA,9060.32841538,663.276335544,"c(174797.711752617, 175873.529312253)"
2993444398,2020-11-06T00:00:00Z,2020,11,6,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(160282.245504691, 186228.195721733)"
2978026440,2020-10-10T12:36:53Z,2020,10,10,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,ANTMEC0140,NA,NA,384508.926714,2909.29454136,"c(155536.692558474, 188339.850663621)"
2960700545,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174288.152224547, 173038.883850452)"
2960692468,2020-10-15T00:00:00Z,2020,10,15,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(159652.741541395, 186421.6661782)"
2960684559,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0131,NA,NA,9060.32841538,663.276335544,"c(174775.953676308, 175714.347760322)"
2876145350,2020-09-02T00:00:00Z,2020,9,2,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRVIL0051,NA,NA,162.09385341,48.3294478137,"c(156171.664017837, 182176.809401792)"
2876136715,2020-09-24T00:00:00Z,2020,9,24,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRVIL0021,NA,NA,136.767214152,43.0212450239,"c(155343.568768761, 181105.720595759)"
2858046519,2020-07-21T00:00:00Z,2020,7,21,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(159226.431128965, 186483.187873789)"
2858027320,2020-08-24T00:00:00Z,2020,8,24,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0023,NA,NA,6781.58796302,375.406314353,"c(170438.080971821, 170197.945251903)"
2858023667,2020-07-17T00:00:00Z,2020,7,17,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRBMB0084,NA,NA,3831.32544889,273.101693878,"c(162900.949041748, 187516.707907693)"
2858007880,2020-07-27T00:00:00Z,2020,7,27,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRHCT0123,NA,NA,1147.54327871,134.249820488,"c(169982.467229236, 185758.057817064)"
2858005933,2020-07-28T00:00:00Z,2020,7,28,2891770,Impatiens glandulifera,Dijle - Dyle,1284040130.36,1284,VBRSNO0018,NA,NA,18364.103484,689.431033024,"c(158004.978137116, 179031.118641679)"
2823344422,2020-06-03T20:10:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174197.902990854, 173069.612348973)"
2805502369,2020-06-03T00:00:00Z,2020,6,3,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0127,NA,NA,972.328857157,343.907308681,"c(174197.902990854, 173069.612348973)"
2648856365,2019-06-27T08:55:09Z,2019,6,27,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBRKEE0112,NA,NA,192205.302415,4322.58342931,"c(170799.163915849, 188200.672630628)"
2611912637,2020-04-20T00:00:00Z,2020,4,20,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRZAV0024,NA,NA,14278.9136522,612.332043158,"c(156486.72041601, 174117.640548375)"
2573321426,2020-02-14T00:00:00Z,2020,2,14,3088310,Petasites japonicus,Dijle - Dyle,1284040130.36,1284,VBRLEU0075,NA,NA,363.301638829,80.5433535913,"c(172576.480039312, 174258.200408716)"
2573321385,2020-02-19T00:00:00Z,2020,2,19,3088310,Petasites japonicus,Dijle - Dyle,1284040130.36,1284,ANTMEC0156,NA,NA,4136.08589888,442.049383626,"c(160258.252528356, 187708.830329983)"
2573321358,2020-02-12T00:00:00Z,2020,2,12,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRARS0120,NA,Meetshovenbos,952.16580386,120.848692587,"c(181382.179467218, 187833.457033607)"
2573321340,2020-02-11T00:00:00Z,2020,2,11,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRTRV0005,NA,NA,370.668191574,92.0788130414,"c(161731.830393469, 168005.232816977)"
2549176116,2019-12-25T00:00:00Z,2019,12,25,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBIE0033,NA,NA,2606.93077849,189.407494124,"c(177672.708183132, 173188.117500054)"
2464622483,2019-11-01T00:00:00Z,2019,11,1,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0131,NA,NA,9060.32841538,663.276335544,"c(174822.278939441, 175737.929213341)"
2447814448,2019-10-15T00:00:00Z,2019,10,15,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBTM0022,NA,NA,544.490084462,122.348014684,"c(165385.397512003, 170842.478013083)"
2313535000,2019-07-09T00:00:00Z,2019,7,9,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRHLE0088,NA,Verdronken Torenbos,5680.20179347,539.494496799,"c(140470.984420143, 155767.651151611)"
2274215598,2019-06-30T00:00:00Z,2019,6,30,2766030,Pontederia cordata,Dijle - Dyle,1284040130.36,1284,ANTMEC0088,NA,NA,973.6020265,233.391724843,"c(160250.716244155, 187970.243811203)"
2274209670,2019-05-27T00:00:00Z,2019,5,27,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBEG0664,NA,NA,144.869679612,46.234152798,"c(177712.44412018, 188985.16928695)"
2269415692,2019-04-30T00:00:00Z,2019,4,30,5362054,Crassula helmsii,Zenne - Senne,1168339049.21,1168,VBRZEM0105,NA,NA,1985.35338229,251.885027809,"c(154212.032598371, 186187.440200562)"
2235336879,2018-09-04T00:00:00Z,2018,9,4,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158153.051125511, 185473.50506256)"
2235309511,2017-08-06T00:00:00Z,2017,8,6,2766030,Pontederia cordata,Zenne - Senne,1168339049.21,1168,VBRMAC0019,NA,NA,3629.21717385,309.265741595,"c(156085.277067971, 179146.428148287)"
2235309413,2018-09-08T00:00:00Z,2018,9,8,2766030,Pontederia cordata,Zenne - Senne,1168339049.21,1168,VBRMAC0019,NA,NA,3629.21717385,309.265741595,"c(156090.902033912, 179146.434760072)"
2235304752,2018-09-27T00:00:00Z,2018,9,27,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBTM0022,NA,NA,544.490084462,122.348014684,"c(165388.201332756, 170846.935940057)"
2235304338,2017-05-13T00:00:00Z,2017,5,13,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,ANTMEC0189,NA,NA,11234.9276636,489.661673777,"c(156186.342324725, 189876.121409845)"
2235294149,2018-04-05T00:00:00Z,2018,4,5,7978544,Hydrocotyle ranunculoides,Dijle - Dyle,1284040130.36,1284,VBROVR0072,NA,NA,558.997299554,103.803396487,"c(166344.680188734, 161809.36346187)"
2235294106,2017-06-17T00:00:00Z,2017,6,17,2891770,Impatiens glandulifera,Zenne - Senne,1168339049.21,1168,VBRVIL0039,NA,NA,10179.0023519,566.392569535,"c(155157.457087711, 178845.063872874)"
2235292757,2018-04-24T00:00:00Z,2018,4,24,3034825,Heracleum mantegazzianum,Dijle - Dyle,1284040130.36,1284,VBRHLB0147,NA,NA,24408.7126878,833.571199811,"c(164564.616010287, 164150.127953978)"
2235292440,2017-04-26T00:00:00Z,2017,4,26,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRZAV0024,NA,NA,14278.9136522,612.332043158,"c(156514.833215824, 174148.823485289)"
2235292371,2017-05-24T00:00:00Z,2017,5,24,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRWEM0039,NA,NA,8514.36554783,456.917937018,"c(146163.318421151, 177876.028617986)"
2235291852,2017-05-09T00:00:00Z,2017,5,9,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRGRI0080,NA,NA,11140.4444665,385.096659609,"c(148020.116019482, 178164.243227317)"
2235291219,2017-05-17T00:00:00Z,2017,5,17,3034825,Heracleum mantegazzianum,Zenne - Senne,1168339049.21,1168,VBRGRI0159,NA,NA,7065.06045047,519.85696577,"c(150207.155604147, 179743.544760362)"
2235261257,2018-09-05T00:00:00Z,2018,9,5,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRHLB0146,NA,NA,265913.647567,2454.80692904,"c(169300.350752536, 163969.705271121)"
2235260927,2018-09-05T00:00:00Z,2018,9,5,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRHLB0146,NA,NA,265913.647567,2454.80692904,"c(169380.026108034, 163972.225101602)"
2235260547,2018-09-05T00:00:00Z,2018,9,5,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRHLB0146,NA,NA,265913.647567,2454.80692904,"c(169352.512331807, 163975.460272349)"
2235259443,2017-11-01T00:00:00Z,2017,11,1,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRVIL0021,NA,NA,136.767214152,43.0212450239,"c(155342.862464167, 181109.05718123)"
2235219714,2017-11-18T00:00:00Z,2017,11,18,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(159580.390204241, 186438.218892875)"
2235212580,2017-12-30T00:00:00Z,2017,12,30,9442269,Procambarus virginalis,Dijle - Dyle,1284040130.36,1284,VBRLEU0129,NA,NA,103141.653706,1444.75692889,"c(174720.819874243, 176064.502958156)"
1570648330,2012-08-17T00:00:00Z,2012,8,17,2227300,Procambarus clarkii,Dijle - Dyle,1284040130.36,1284,VBRZEM0090,NA,NA,328957.488368,3138.61714231,"c(159605.71045839, 186414.904135902)"
1569968585,2015-08-04T00:00:00Z,2015,8,4,5361762,Myriophyllum heterophyllum,Dijle - Dyle,1284040130.36,1284,VBRROT0052,NA,NA,583.523272168,87.3672788648,"c(172468.099410402, 183062.70058694)"
1569967717,2014-10-07T00:00:00Z,2014,10,7,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBEG0181,NA,NA,213.096289671,59.0323482524,"c(177600.083979194, 189395.076618563)"
1569966814,2014-05-20T00:00:00Z,2014,5,20,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRROT0018,NA,NA,120.82425961,39.6781027141,"c(172602.275408362, 183067.731251845)"
1569966769,2014-10-07T00:00:00Z,2014,10,7,5362054,Crassula helmsii,Dijle - Dyle,1284040130.36,1284,VBRBEG0181,NA,NA,213.096289671,59.0323482524,"c(177600.083979194, 189395.076618563)"
1569941312,2009-10-13T00:00:00Z,2009,10,13,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170675.820273205, 170458.074670036)"
1569941293,2011-06-14T00:00:00Z,2011,6,14,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158102.981358908, 185606.920908273)"
1569941285,2014-05-03T00:00:00Z,2014,5,3,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170705.914941517, 170506.027888655)"
1569941284,2016-06-07T00:00:00Z,2016,6,7,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,ANTMEC0030,Grote Vijver,NA,629605.550942,5750.28504268,"c(155195.902992909, 195121.462562892)"
1569941282,2013-09-04T00:00:00Z,2013,9,4,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170706.67220614, 170492.681907384)"
1569941260,2011-10-25T00:00:00Z,2011,10,25,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158013.478537923, 185357.592333029)"
1569941233,2016-06-03T00:00:00Z,2016,6,3,5421039,Ludwigia grandiflora,Mark - Marcq,178649712.428,179,OVLGER0282,NA,NA,17034.9040675,1028.59165341,"c(118834.929491684, 159362.110296942)"
1569941207,2010-10-12T00:00:00Z,2010,10,12,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158013.478537923, 185357.592333029)"
1569941194,2012-10-15T00:00:00Z,2012,10,15,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(157839.866227997, 185455.222623341)"
1569941192,2010-09-15T00:00:00Z,2010,9,15,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170488.850214082, 170362.781765213)"
1569941178,2010-09-04T00:00:00Z,2010,9,4,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0026,NA,NA,4931.27740998,285.017195311,"c(170359.427623389, 170318.890923996)"
1569941164,2010-09-22T00:00:00Z,2010,9,22,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170692.665898004, 170472.602857179)"
1569941163,2010-08-31T00:00:00Z,2010,8,31,5421039,Ludwigia grandiflora,Zenne - Senne,1168339049.21,1168,VBRZEM0196,NA,Weerdse Vijver,111973.222889,2706.04577306,"c(158157.254233417, 185480.186392077)"
1569941115,2016-08-02T00:00:00Z,2016,8,2,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0026,NA,NA,4931.27740998,285.017195311,"c(170348.280150361, 170287.699821902)"
1569941085,2013-09-14T00:00:00Z,2013,9,14,5421039,Ludwigia grandiflora,Dijle - Dyle,1284040130.36,1284,VBROHV0020,NA,NA,101499.772679,1522.81495098,"c(170697.512072165, 170493.757975122)"
1569900236,2015-06-04T00:00:00Z,2015,6,4,2766030,Pontederia cordata,Dijle - Dyle,1284040130.36,1284,VBRHCT0109,NA,NA,792.663806901,110.32170429,"c(168873.856337644, 182791.449404832)"
1569900201,2014-07-31T00:00:00Z,2014,7,31,2766030,Pontederia cordata,Dijle - Dyle,1284040130.36,1284,VBRHCT0137,NA,NA,750.609557154,99.8800268439,"c(170437.104397476, 185506.183226369)"
1569889642,2015-09-22T00:00:00Z,2015,9,22,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRHCT0046,NA,NA,4034.64030967,345.611373469,"c(168276.372874833, 186857.568805448)"
1569889628,2016-11-22T00:00:00Z,2016,11,22,5361785,Myriophyllum aquaticum,Zenne - Senne,1168339049.21,1168,ANTMEC0189,NA,NA,11234.9276636,489.661673777,"c(156205.144684343, 189995.17788111)"
1569889597,2011-08-13T00:00:00Z,2011,8,13,5361785,Myriophyllum aquaticum,Dijle - Dyle,1284040130.36,1284,VBRBEG0026,NA,NA,1352.4527661,157.946860395,"c(178070.779814545, 190079.546542923)"
