year,accptTK,gbfp_SN,dcmlLtt,dcmlLng,Source,datstID,occrrnS,recrdrl,BEKNAAM,POLY_AREA,AREA,Area_km2,scientific_name,vernacular_name_en,vernacular_name_nl,vernacular_name_fr,ias_link,category,score,origin,popup
2021,2891770,Impatiens glandulifera Royle,50.77725,4.65103,Natagora,https://doi.org/10.15468/p58ip1,PRESENT,<a href=https://www.gbif.org/occurrence/3415297406>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3415297406>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.74526,4.45994,Natagora,https://doi.org/10.15468/p58ip1,PRESENT,<a href=https://www.gbif.org/occurrence/3415293386>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3415293386>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.73195,4.31306,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400321439>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400321439>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.77865,3.99379,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400318388>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400318388>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.74587,4.00357,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400316434>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400316434>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.76949,4.17986,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400310407>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400310407>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.79801,4.60265,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400306420>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400306420>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.73921,4.01687,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3400305430>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3400305430>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.588523,4.298617,iNaturalist,NA,PRESENT,<a href=https://www.gbif.org/occurrence/3391649565>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=NA>NA</a><br>Source: iNaturalist<br><a href=https://www.gbif.org/occurrence/3391649565>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.767775,4.433522,iNaturalist,NA,PRESENT,<a href=https://www.gbif.org/occurrence/3384059108>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=NA>NA</a><br>Source: iNaturalist<br><a href=https://www.gbif.org/occurrence/3384059108>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.74207,4.01116,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382600606>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382600606>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.80616,4.53265,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382600469>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382600469>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.77413,4.30432,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382600400>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382600400>GBIF record</a>
2021,3034825,Heracleum mantegazzianum Sommier & Levier,50.73051,4.02372,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382599403>,Mark - Marcq,178649712.428,178.649712428,179,Heracleum mantegazzianum,Giant hogweed,Reuzenbereklauw,Berce du Caucase,https://ias.biodiversity.be/species/show/10,FG1,A3,Asia,Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382599403>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.73123,4.30867,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382598766>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382598766>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.79959,4.48486,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382598349>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382598349>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.75186,3.94599,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382597625>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382597625>GBIF record</a>
2014,2891770,Impatiens glandulifera Royle,50.713,4.2277,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382597304>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2014<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382597304>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.8009,4.60303,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382595472>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382595472>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.80623,4.53261,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382595471>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382595471>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.79169,4.63933,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382594534>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382594534>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.734,4.21635,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382593919>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382593919>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.76809,4.17978,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382593749>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382593749>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.78288,4.63776,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382592731>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382592731>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.74128,3.94812,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382591665>,Mark - Marcq,178649712.428,178.649712428,179,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382591665>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.79754,4.48506,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382589884>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382589884>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.71628,4.24253,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382589762>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382589762>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.78387,4.62527,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382587728>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382587728>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.80611,4.53253,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382587474>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382587474>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.78139,4.62421,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382586712>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382586712>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.79954,4.48491,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382586641>,Zenne - Senne,1168339049.21,1168.33904921,1168,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382586641>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.80648,4.53303,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382584489>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382584489>GBIF record</a>
2021,2891770,Impatiens glandulifera Royle,50.78447,4.62594,Waarnemingen.be,https://doi.org/10.15468/smdvdo,PRESENT,<a href=https://www.gbif.org/occurrence/3382584375>,Dijle - Dyle,1284040130.36,1284.04013036,1284,Impatiens glandulifera,Himalayan balsam,Reuzenbalsemien,Balsamine de l’Himalaya,https://ias.biodiversity.be/species/show/65,FG1,A3,Asia,Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/smdvdo>https://doi.org/10.15468/smdvdo</a><br>Source: Waarnemingen.be<br><a href=https://www.gbif.org/occurrence/3382584375>GBIF record</a>
