acceptedTaxonKey,acceptedScientificName,Classification,n_climate,n_totaal,perc_climate
2227123,Distocambarus crockeri,Cfa,42,43,0.9767441860465116
2227121,Distocambarus carlsoni,Cfa,33,33,1
2227424,Faxonella blairi,Cfa,5,5,1
2227323,Cambarus strigosus,Cfa,7,7,1
2227110,Fallicambarus jeanae,Cfa,9,9,1
2227301,Procambarus nechesae,Cfa,7,7,1
2227367,Cambarus maculatus,Cfa,18,21,0.8571428571428571
2227102,Fallicambarus devastator,Cfa,7,7,1
2227124,Distocambarus youngineri,Cfa,7,7,1
2227372,Cambarus truncatus,Cfa,1,1,1
2227342,Cambarus subterraneus,Cfa,2,2,1
2227177,Procambarus truculentus,Cfa,1,1,1
2227126,Distocambarus devexus,Cfa,5,5,1
4648464,Euastacus reductus,Cfa,14,30,0.4666666666666667
2227252,Procambarus nigrocinctus,Cfa,3,3,1
2227274,Procambarus regalis,Cfa,4,4,1
2227319,Cambarus aculabrum,Cfa,1,1,1
2227060,Orconectes stygocaneyi,Cfa,1,1,1
2227112,Fallicambarus petilicarpus,Cfa,2,2,1
2227443,Cambarellus prolixus,Csa,3,10,0.3
2227304,Procambarus ortmannii,Cfa,1,2,0.5
2227282,Procambarus xochitlanae,Cfa,1,9,0.1111111111111111
2227437,Cambarellus montezumae,Cfa,1,324,0.0030864197530864196
2227211,Procambarus bouvieri,Cfa,1,11,0.09090909090909091
9178845,Faxonius hylas,Cfa,34,70,0.4857142857142857
9196609,Faxonius harrisonii,Cfa,4,10,0.4
4648496,Euastacus urospinosus,Cfa,24,25,0.96
4648481,Euastacus balanensis,Cfa,4,5,0.8
4648592,Cherax punctatus,Cfa,3,3,1
4648507,Tenuibranchiurus glypticus,Cfa,14,14,1
4648614,Cherax parvus,Cfa,4,5,0.8
2227239,Procambarus cuetzalanae,Cfa,2,11,0.18181818181818182
4648604,Cherax tenuimanus,Cfa,1,6,0.16666666666666666
2227119,Troglocambarus maclanei,Cfa,1,1,1
2227131,Procambarus lucifugus,Cfa,3,3,1
2227368,Cambarus deweesae,Cfa,2,3,0.6666666666666666
5789951,Astacoides granulimanus,Cfa,1,5,0.2
2227292,Procambarus kensleyi,Cfa,18,18,1
9023237,Faxonius deanae,Cfa,7,19,0.3684210526315789
2227169,Procambarus horsti,Cfa,1,1,1
2227122,Distocambarus hunteri,Cfa,6,6,1
2227202,Procambarus ceruleus,Cfa,5,5,1
4417558,Cherax destructor,Csa,53,1780,0.029775280898876405
4648448,Euastacus yarraensis,Cfa,1,198,0.005050505050505051
4648480,Euastacus monteithorum,Cfa,2,2,1
4648485,Euastacus yigara,Cfa,2,4,0.5
4648594,Cherax wasselli,Cfa,1,3,0.3333333333333333
2227397,Cambarus jezerinaci,Cfa,1,1,1
4648610,Cherax quinquecarinatus,Csa,1,5,0.2
4648461,Euastacus eungella,Cfa,1,3,0.3333333333333333
2227226,Procambarus regiomontanus,Cfa,4,60,0.06666666666666667
5789985,Cambarus brimleyorum,Cfa,30,30,1
5789988,Cambarus doughertyensis,Cfa,6,6,1
2227354,Cambarus pyronotus,Cfa,5,5,1
2227325,Cambarus reburrus,Cfa,15,61,0.2459016393442623
2227437,Cambarellus montezumae,Csa,1,324,0.0030864197530864196
5789991,Cambarus johni,Cfa,74,81,0.9135802469135802
2227409,Cambarus davidi,Cfa,40,40,1
2227248,Procambarus braswelli,Cfa,23,23,1
2227286,Procambarus geodytes,Cfa,11,11,1
2227281,Procambarus pictus,Cfa,1,1,1
2227277,Procambarus leitheuseri,Cfa,1,1,1
9147330,Faxonius medius,Cfa,1,3,0.3333333333333333
2227168,Procambarus toltecae,Cfa,2,17,0.11764705882352941
9866892,Cambarus franklini,Cfa,27,28,0.9642857142857143
4648456,Euastacus dalagarbe,Cfa,3,6,0.5
6927325,Euastacus morgani,Cfa,3,3,1
5789943,Euastacus pilosus,Cfa,6,7,0.8571428571428571
9117484,Gramastacus lacus,Cfa,5,6,0.8333333333333334
4648491,Euastacus hirsutus,Cfa,2,20,0.1
4648490,Euastacus girurmulayn,Cfa,4,4,1
4648475,Euastacus guruhgi,Cfa,4,4,1
8196294,Procambarus luxus,Cfa,2,2,1
5789993,Cambarus laconensis,Cfa,1,1,1
4648595,Cherax cainii,Csa,1,28,0.03571428571428571
2227265,Procambarus steigmani,Cfa,36,36,1
4648466,Euastacus polysetosus,Cfa,1,16,0.0625
9211000,Faxonius macrus,Cfa,5,6,0.8333333333333334
5789990,Cambarus speleocoopi,Cfa,4,4,1
10789908,Lacunicambarus mobilensis,Cfa,11,12,0.9166666666666666
4648497,Euastacus armatus,Csa,23,571,0.040280210157618214
5789974,Fallicambarus kountzeae,Cfa,2,2,1
9932784,Procambarus fayettei,Cfa,2,2,1
2227242,Procambarus lagniappe,Cfa,2,2,1
8606000,Cambarus pauleyi,Cfa,1,1,1
5789995,Procambarus pentastylus,Cfa,4,4,1
5789973,Fallicambarus houstonensis,Cfa,15,15,1
10898324,Lacunicambarus freudensteini,Cfa,8,9,0.8888888888888888
9046052,Faxonius occidentalis,Cfa,11,11,1
10587240,Procambarus albaughi,Cfa,4,4,1
9122084,Cambarus aldermanorum,Cfa,14,14,1
8832733,Faxonius maletae,Cfa,4,4,1
8442535,Cambarus andersoni,Cfa,2,2,1
8756322,Cambarus magerae,Cfa,2,2,1
9762953,Faxonius wagneri,Cfa,1,1,1
5789976,Orconectes packardi,Cfa,1,1,1
4648599,Cherax glaber,Cfa,1,1,1
4648595,Cherax cainii,Cfa,1,28,0.03571428571428571
9795548,Cambarus polypilosus,Cfa,4,4,1
2227407,Cambarus williami,Cfa,5,5,1
8737918,Procambarus holifieldi,Cfa,5,5,1
8743034,Barbicambarus simmonsi,Cfa,5,5,1
8864396,Cambarus clairitae,Cfa,5,5,1
8896233,Faxonius texanus,Cfa,6,6,1
2227229,Procambarus econfinae,Cfa,21,21,1
2227228,Procambarus erythrops,Cfa,1,1,1
8796188,Fallicambarus wallsi,Cfa,1,1,1
10506183,Cambarus loughmani,Cfa,1,3,0.3333333333333333
8856342,Faxonius pardalotus,Cfa,6,6,1
8645513,Cambarus diupalma,Cfa,1,1,1
10355620,Procambarus parvus,Cfa,3,3,1
5789992,Cambarus clivosus,Cfa,4,4,1
8899029,Cambarus callainus,Cfa,2,2,1
8920507,Fallicambarus schusteri,Cfa,1,1,1
8816883,Cambarus stockeri,Cfa,3,3,1
2227439,Cambarellus blacki,Cfa,1,1,1
4648452,Euastacus maidae,Cfa,1,1,1
4648609,Cherax quadricarinatus,Cfa,9,115,0.0782608695652174
2227225,Procambarus latipleurum,Cfa,4,4,1
9159056,Creaserinus orkytes,Cfa,3,3,1
9928583,Faxonius bellator,Cfa,1,1,1
8848320,Faxonius neglectus,Csa,3,192,0.015625
5789952,Astacoides petiti,Cfa,1,1,1
9191054,Austropotamobius fulcisianus,Csa,1,5,0.2
4648579,Geocharax tasmanicus,Cfa,1,40,0.025
4648459,Euastacus jagabar,Cfa,1,3,0.3333333333333333
8838818,Parastacus caeruleodactylus,Cfa,3,3,1
8876410,Parastacus fluviatilis,Cfa,3,7,0.42857142857142855
2227100,Fallicambarus harpi,Cfa,1,1,1
8950236,Pontastacus pachypus,Csa,1,2,0.5
9150260,Faxonius wrighti,Cfa,2,2,1
2227134,Procambarus xilitlae,Cfa,1,7,0.14285714285714285
2224031,Parastacus pugnax,Csa,1,4,0.25
