acceptedTaxonKey,acceptedScientificName,GRIDCODE,Classification,n_climate,n_totaal,perc_climate
5330776,Colocasia esculenta,15,Cfb,650,5960,0.10906040268456375
6434985,Nuphar advena,2,Am,102,1997,0.05107661492238358
5330776,Colocasia esculenta,8,Csa,720,5960,0.12080536912751678
3152596,Hibiscus moscheutos,25,Dfa,1247,2431,0.5129576306046895
3986548,Cabomba aquatica,2,Am,38,148,0.25675675675675674
5298019,Iris versicolor,26,Dfb,3014,3990,0.7553884711779448
5329038,Sagittaria graminea,3,Aw,29,732,0.03961748633879782
3170959,Erythranthe cardinalis,8,Csa,1012,2278,0.44424934152765583
5408269,Lobelia cardinalis,26,Dfb,2354,11057,0.21289680745229267
5371886,Oenanthe javanica,27,Dfc,4,1737,0.002302820955670697
5408269,Lobelia cardinalis,9,Csb,17,11057,0.001537487564438817
5296015,Sisyrinchium angustifolium,14,Cfa,770,1831,0.4205352266521027
2865181,Alisma subcordatum,25,Dfa,379,651,0.5821812596006144
2988113,Filipendula rubra,25,Dfa,218,373,0.5844504021447721
2984291,Proserpinaca palustris,25,Dfa,189,600,0.315
3900222,Pogostemon deccanensis,2,Am,19,46,0.41304347826086957
5421394,Sarracenia psittacina,14,Cfa,404,409,0.9877750611246944
6434985,Nuphar advena,14,Cfa,1157,1997,0.5793690535803706
5298334,Iris laevigata,22,Dwb,24,225,0.10666666666666667
3086504,Anemopsis californica,8,Csa,523,2573,0.20326467158958414
5408269,Lobelia cardinalis,7,BSk,305,11057,0.027584335714931716
5298796,Iris setosa,27,Dfc,529,934,0.5663811563169164
5330182,Peltandra virginica,14,Cfa,782,1614,0.48451053283767037
5298019,Iris versicolor,25,Dfa,485,3990,0.12155388471177944
5330776,Colocasia esculenta,11,Cwa,330,5960,0.05536912751677853
2865181,Alisma subcordatum,14,Cfa,112,651,0.17204301075268819
5298019,Iris versicolor,27,Dfc,271,3990,0.06791979949874687
5330182,Peltandra virginica,26,Dfb,217,1614,0.13444857496902107
3086504,Anemopsis californica,6,BSh,365,2573,0.14185775359502525
2721618,Rhynchospora colorata,0,NA,15,1978,0.007583417593528817
5371684,Caltha leptosepala,19,Dsc,308,1626,0.18942189421894218
3730140,Glossostigma elatinoides,15,Cfb,349,484,0.7210743801652892
5298019,Iris versicolor,14,Cfa,52,3990,0.013032581453634085
5371684,Caltha leptosepala,18,Dsb,219,1626,0.13468634686346864
5326622,Tulbaghia violacea,14,Cfa,124,367,0.33787465940054495
3086504,Anemopsis californica,5,BWk,290,2573,0.11270890011659541
2988113,Filipendula rubra,26,Dfb,140,373,0.3753351206434316
3171189,Bacopa caroliniana,14,Cfa,160,221,0.7239819004524887
6434985,Nuphar advena,26,Dfb,97,1997,0.0485728592889334
7100524,Sarracenia rosea,14,Cfa,210,219,0.958904109589041
2853698,Crinum natans,2,Am,50,90,0.5555555555555556
3086504,Anemopsis californica,9,Csb,174,2573,0.06762534006995725
2716311,Cyperus papyrus,14,Cfa,205,1419,0.14446793516560957
5298796,Iris setosa,19,Dsc,100,934,0.10706638115631692
5408269,Lobelia cardinalis,6,BSh,125,11057,0.011305055620873654
5298334,Iris laevigata,23,Dwc,93,225,0.41333333333333333
5326622,Tulbaghia violacea,8,Csa,38,367,0.10354223433242507
5415355,Hygrophila polysperma,2,Am,27,736,0.036684782608695655
5298796,Iris setosa,29,ET,55,934,0.058886509635974305
6434985,Nuphar advena,3,Aw,196,1997,0.09814722083124687
3170959,Erythranthe cardinalis,18,Dsb,70,2278,0.030728709394205442
2746005,Hesperantha coccinea,11,Cwa,77,356,0.21629213483146068
6026805,Hydrocotyle tripartita,15,Cfb,1088,1785,0.6095238095238096
2715505,Cyperus prolifer,9,Csb,10,278,0.03597122302158273
5329570,Hydrilla verticillata,25,Dfa,262,9556,0.027417329426538302
5408775,Lobelia sessilifolia,27,Dfc,30,397,0.07556675062972293
5415001,Limnophila sessiliflora,3,Aw,14,776,0.01804123711340206
2716311,Cyperus papyrus,11,Cwa,24,1419,0.016913319238900635
7100524,Sarracenia rosea,0,NA,8,219,0.0365296803652968
2713316,Isolepis cernua,15,Cfb,3416,6999,0.4880697242463209
5329038,Sagittaria graminea,25,Dfa,119,732,0.16256830601092895
2746005,Hesperantha coccinea,12,Cwb,129,356,0.36235955056179775
5415001,Limnophila sessiliflora,11,Cwa,10,776,0.01288659793814433
5421030,Ludwigia repens,3,Aw,68,293,0.23208191126279865
5274875,Marsilea quadrifolia,14,Cfa,133,1506,0.08831341301460824
5329151,Sagittaria filiformis,14,Cfa,28,31,0.9032258064516129
5371684,Caltha leptosepala,29,ET,345,1626,0.21217712177121772
2865181,Alisma subcordatum,26,Dfb,151,651,0.23195084485407066
5330182,Peltandra virginica,11,Cwa,1,1614,6.195786864931846e-4
5421030,Ludwigia repens,14,Cfa,136,293,0.4641638225255973
6434985,Nuphar advena,1,Af,11,1997,0.005508262393590386
5330733,Orontium aquaticum,25,Dfa,68,761,0.08935611038107753
2859976,Zephyranthes candida,12,Cwb,14,678,0.02064896755162242
5408269,Lobelia cardinalis,4,BWh,38,11057,0.003436736908745591
5329640,Limnobium spongia,14,Cfa,185,214,0.8644859813084113
2715505,Cyperus prolifer,15,Cfb,5,278,0.017985611510791366
5414324,Primula japonica,25,Dfa,29,128,0.2265625
3900222,Pogostemon deccanensis,3,Aw,27,46,0.5869565217391305
2651586,Ceratopteris thalictroides,14,Cfa,899,2071,0.43408981168517624
2984291,Proserpinaca palustris,14,Cfa,183,600,0.305
3086504,Anemopsis californica,25,Dfa,5,2573,0.00194325689856199
3188666,Didiplis diandra,25,Dfa,14,34,0.4117647058823529
5296015,Sisyrinchium angustifolium,18,Dsb,3,1831,0.0016384489350081922
5328774,Echinodorus cordifolius,25,Dfa,18,273,0.06593406593406594
3188666,Didiplis diandra,14,Cfa,20,34,0.5882352941176471
3171926,Gratiola viscidula,14,Cfa,19,22,0.8636363636363636
2721618,Rhynchospora colorata,6,BSh,92,1978,0.046511627906976744
3152596,Hibiscus moscheutos,2,Am,2,2431,8.227067050596463e-4
2984291,Proserpinaca palustris,26,Dfb,190,600,0.31666666666666665
5296015,Sisyrinchium angustifolium,26,Dfb,350,1831,0.19115237575095576
5421037,Ludwigia arcuata,14,Cfa,42,46,0.9130434782608695
5283635,Vesicularia ferriei,14,Cfa,14,20,0.7
5283635,Vesicularia ferriei,25,Dfa,2,20,0.1
2713316,Isolepis cernua,9,Csb,923,6999,0.1318759822831833
2713316,Isolepis cernua,8,Csa,1236,6999,0.17659665666523788
5296015,Sisyrinchium angustifolium,15,Cfb,91,1831,0.0496996176952485
2713316,Isolepis cernua,0,NA,277,6999,0.03957708244034862
2713316,Isolepis cernua,7,BSk,408,6999,0.05829404200600086
5274865,Marsilea hirsuta,15,Cfb,140,1332,0.10510510510510511
5274865,Marsilea hirsuta,8,Csa,21,1332,0.015765765765765764
2713316,Isolepis cernua,14,Cfa,601,6999,0.08586940991570224
5330776,Colocasia esculenta,0,NA,55,5960,0.009228187919463088
5329014,Sagittaria subulata,8,Csa,15,155,0.0967741935483871
5328774,Echinodorus cordifolius,3,Aw,28,273,0.10256410256410256
2715828,Cyperus haspan,11,Cwa,124,4267,0.029060229669557066
5328812,Echinodorus grisebachii,3,Aw,29,70,0.4142857142857143
2864529,Helanthium tenellum,2,Am,17,129,0.13178294573643412
2766146,Heteranthera zosterifolia,3,Aw,16,54,0.2962962962962963
2864529,Helanthium tenellum,3,Aw,68,129,0.5271317829457365
2766146,Heteranthera zosterifolia,15,Cfb,9,54,0.16666666666666666
2701978,Juncus repens,3,Aw,4,211,0.018957345971563982
5326622,Tulbaghia violacea,5,BWk,4,367,0.010899182561307902
5329014,Sagittaria subulata,25,Dfa,39,155,0.25161290322580643
5838386,Vesicularia montagnei,14,Cfa,14,81,0.1728395061728395
2714156,Cyperus alternifolius,1,Af,28,540,0.05185185185185185
3152596,Hibiscus moscheutos,5,BWk,5,2431,0.0020567667626491155
5408269,Lobelia cardinalis,5,BWk,32,11057,0.0028940942389436555
2714156,Cyperus alternifolius,2,Am,30,540,0.05555555555555555
5283635,Vesicularia ferriei,11,Cwa,3,20,0.15
5290154,Phragmites karka,6,BSh,4,310,0.012903225806451613
5290154,Phragmites karka,3,Aw,114,310,0.36774193548387096
2716311,Cyperus papyrus,15,Cfb,115,1419,0.08104298801973221
2882422,Nymphaea tetragona,7,BSk,5,1347,0.003711952487008166
2715828,Cyperus haspan,29,ET,2,4267,4.6871338176704945e-4
5415005,Limnophila aromatica,1,Af,16,266,0.06015037593984962
7447672,Utricularia graminifolia,1,Af,5,19,0.2631578947368421
2650967,Bolbitis heudelotii,3,Aw,100,150,0.6666666666666666
2869246,Cryptocoryne crispatula,2,Am,5,32,0.15625
3986548,Cabomba aquatica,1,Af,63,148,0.42567567567567566
6026968,Hydrocotyle leucocephala,15,Cfb,46,500,0.092
5415348,Hygrophila costata,14,Cfa,175,673,0.2600297176820208
5371886,Oenanthe javanica,15,Cfb,80,1737,0.04605641911341393
5408269,Lobelia cardinalis,0,NA,14,11057,0.0012661662295378492
3086504,Anemopsis californica,0,NA,19,2573,0.007384376214535562
3170959,Erythranthe cardinalis,5,BWk,40,2278,0.01755926251097454
5326622,Tulbaghia violacea,7,BSk,58,367,0.15803814713896458
2715828,Cyperus haspan,7,BSk,4,4267,9.374267635340989e-4
2713316,Isolepis cernua,6,BSh,25,6999,0.0035719388484069152
3170959,Erythranthe cardinalis,4,BWh,34,2278,0.014925373134328358
2713316,Isolepis cernua,4,BWh,8,6999,0.001143020431490213
5330776,Colocasia esculenta,4,BWh,19,5960,0.0031879194630872482
5555442,Myriophyllum crispatum,7,BSk,960,1778,0.5399325084364455
3925689,Ranunculus inundatus,15,Cfb,679,2593,0.2618588507520247
3925689,Ranunculus inundatus,7,BSk,849,2593,0.327419976860779
3925689,Ranunculus inundatus,14,Cfa,883,2593,0.3405322020825299
5274865,Marsilea hirsuta,4,BWh,590,1332,0.44294294294294295
5555442,Myriophyllum crispatum,6,BSh,85,1778,0.047806524184476944
2865524,Vallisneria australis,6,BSh,33,775,0.04258064516129032
5555442,Myriophyllum crispatum,14,Cfa,129,1778,0.07255343082114736
2865524,Vallisneria australis,15,Cfb,222,775,0.2864516129032258
6026805,Hydrocotyle tripartita,14,Cfa,606,1785,0.33949579831932775
5555442,Myriophyllum crispatum,15,Cfb,419,1778,0.23565804274465693
5274865,Marsilea hirsuta,6,BSh,271,1332,0.20345345345345345
5555409,Myriophyllum simulans,0,NA,6,940,0.006382978723404255
5274865,Marsilea hirsuta,7,BSk,107,1332,0.08033033033033032
5555409,Myriophyllum simulans,7,BSk,91,940,0.09680851063829787
5274865,Marsilea hirsuta,14,Cfa,99,1332,0.07432432432432433
3730140,Glossostigma elatinoides,7,BSk,81,484,0.16735537190082644
3925689,Ranunculus inundatus,5,BWk,7,2593,0.002699575780948708
2865524,Vallisneria australis,14,Cfa,112,775,0.14451612903225808
5274875,Marsilea quadrifolia,7,BSk,19,1506,0.012616201859229747
3188674,Rotala indica,9,Csb,1,625,0.0016
2714156,Cyperus alternifolius,9,Csb,14,540,0.025925925925925925
5274875,Marsilea quadrifolia,8,Csa,15,1506,0.0099601593625498
5329038,Sagittaria graminea,26,Dfb,185,732,0.2527322404371585
5274875,Marsilea quadrifolia,26,Dfb,97,1506,0.06440903054448871
5296015,Sisyrinchium angustifolium,27,Dfc,20,1831,0.010922992900054615
5298019,Iris versicolor,0,NA,44,3990,0.011027568922305764
5329038,Sagittaria graminea,27,Dfc,10,732,0.01366120218579235
2882422,Nymphaea tetragona,26,Dfb,88,1347,0.06533036377134373
2730262,Eriophorum russeolum,27,Dfc,1332,1448,0.919889502762431
5298019,Iris versicolor,29,ET,2,3990,5.012531328320802e-4
5330182,Peltandra virginica,27,Dfc,2,1614,0.0012391573729863693
2988113,Filipendula rubra,15,Cfb,6,373,0.0160857908847185
2988113,Filipendula rubra,27,Dfc,2,373,0.005361930294906166
3730140,Glossostigma elatinoides,5,BWk,24,484,0.049586776859504134
5555409,Myriophyllum simulans,15,Cfb,475,940,0.5053191489361702
5555409,Myriophyllum simulans,14,Cfa,51,940,0.05425531914893617
2865524,Vallisneria australis,7,BSk,215,775,0.27741935483870966
5555442,Myriophyllum crispatum,5,BWk,25,1778,0.0140607424071991
5555409,Myriophyllum simulans,6,BSh,21,940,0.022340425531914895
5330776,Colocasia esculenta,29,ET,2,5960,3.355704697986577e-4
5330776,Colocasia esculenta,6,BSh,125,5960,0.02097315436241611
5371886,Oenanthe javanica,26,Dfb,89,1737,0.051237766263673
5408775,Lobelia sessilifolia,26,Dfb,86,397,0.21662468513853905
2774158,Ophiopogon japonicus,26,Dfb,3,1401,0.0021413276231263384
5408775,Lobelia sessilifolia,25,Dfa,49,397,0.12342569269521411
6026805,Hydrocotyle tripartita,9,Csb,58,1785,0.032492997198879554
5555409,Myriophyllum simulans,9,Csb,238,940,0.2531914893617021
3925689,Ranunculus inundatus,9,Csb,141,2593,0.054377169301966836
5555442,Myriophyllum crispatum,9,Csb,89,1778,0.050056242969628795
2865524,Vallisneria australis,5,BWk,148,775,0.19096774193548388
5272847,Aegagropila linnaei,27,Dfc,186,753,0.24701195219123506
5329014,Sagittaria subulata,15,Cfb,66,155,0.4258064516129032
5329570,Hydrilla verticillata,15,Cfb,229,9556,0.023964001674340728
2864584,Hydrocleys nymphoides,15,Cfb,83,383,0.21671018276762402
5329570,Hydrilla verticillata,3,Aw,229,9556,0.023964001674340728
5274875,Marsilea quadrifolia,25,Dfa,233,1506,0.1547144754316069
5329570,Hydrilla verticillata,26,Dfb,141,9556,0.014755127668480536
5329570,Hydrilla verticillata,8,Csa,87,9556,0.009104227710339054
5329570,Hydrilla verticillata,9,Csb,6,9556,6.278777731268313e-4
2716311,Cyperus papyrus,7,BSk,132,1419,0.09302325581395349
5415355,Hygrophila polysperma,1,Af,84,736,0.11413043478260869
5415001,Limnophila sessiliflora,1,Af,36,776,0.04639175257731959
5381811,Phyllanthus fluitans,14,Cfa,13,66,0.19696969696969696
5329570,Hydrilla verticillata,6,BSh,118,9556,0.01234826287149435
5329570,Hydrilla verticillata,4,BWh,31,9556,0.003244035161155295
7122825,Rotala rotundifolia,14,Cfa,132,303,0.43564356435643564
5329038,Sagittaria graminea,9,Csb,20,732,0.0273224043715847
5371886,Oenanthe javanica,25,Dfa,143,1737,0.08232584916522741
7122825,Rotala rotundifolia,3,Aw,25,303,0.08250825082508251
5329038,Sagittaria graminea,15,Cfb,20,732,0.0273224043715847
2716311,Cyperus papyrus,3,Aw,278,1419,0.1959126145172657
2859976,Zephyranthes candida,15,Cfb,19,678,0.028023598820058997
2859976,Zephyranthes candida,2,Am,31,678,0.045722713864306784
2859976,Zephyranthes candida,3,Aw,128,678,0.1887905604719764
2859976,Zephyranthes candida,6,BSh,81,678,0.11946902654867257
2859976,Zephyranthes candida,11,Cwa,80,678,0.11799410029498525
3152596,Hibiscus moscheutos,8,Csa,29,2431,0.01192924722336487
2859976,Zephyranthes candida,9,Csb,3,678,0.004424778761061947
2808791,Bletilla striata,25,Dfa,20,291,0.06872852233676977
2774395,Chlorophytum laxum,0,NA,6,404,0.01485148514851485
5381811,Phyllanthus fluitans,1,Af,11,66,0.16666666666666666
2766146,Heteranthera zosterifolia,2,Am,2,54,0.037037037037037035
3171189,Bacopa caroliniana,2,Am,9,221,0.04072398190045249
5329640,Limnobium spongia,1,Af,2,214,0.009345794392523364
3171189,Bacopa caroliniana,3,Aw,48,221,0.2171945701357466
2715828,Cyperus haspan,9,Csb,1,4267,2.3435669088352472e-4
2715505,Cyperus prolifer,2,Am,13,278,0.046762589928057555
5290154,Phragmites karka,1,Af,50,310,0.16129032258064516
5371886,Oenanthe javanica,1,Af,35,1737,0.020149683362118594
2859976,Zephyranthes candida,1,Af,5,678,0.007374631268436578
5415353,Hygrophila corymbosa,2,Am,2,17,0.11764705882352941
2715505,Cyperus prolifer,1,Af,35,278,0.12589928057553956
5290154,Phragmites karka,11,Cwa,19,310,0.06129032258064516
3172190,Micranthemum glomeratum,2,Am,4,18,0.2222222222222222
5296015,Sisyrinchium angustifolium,3,Aw,37,1831,0.020207536865101038
8330991,Ceratopteris cornuta,3,Aw,44,81,0.5432098765432098
8330991,Ceratopteris cornuta,0,NA,3,81,0.037037037037037035
2774395,Chlorophytum laxum,3,Aw,356,404,0.8811881188118812
2871883,Anubias hastifolia,3,Aw,20,42,0.47619047619047616
5545122,Ludwigia senegalensis,3,Aw,16,26,0.6153846153846154
2716311,Cyperus papyrus,6,BSh,113,1419,0.07963354474982381
2730262,Eriophorum russeolum,29,ET,22,1448,0.015193370165745856
5298900,Iris ensata,26,Dfb,54,358,0.15083798882681565
3188674,Rotala indica,26,Dfb,5,625,0.008
2713316,Isolepis cernua,16,Cfc,4,6999,5.715102157451065e-4
5298334,Iris laevigata,15,Cfb,13,225,0.057777777777777775
5290154,Phragmites karka,15,Cfb,23,310,0.07419354838709677
3188674,Rotala indica,15,Cfb,3,625,0.0048
2808791,Bletilla striata,15,Cfb,4,291,0.013745704467353952
3636562,Lilaeopsis mauritiana,15,Cfb,2,2,1
3986548,Cabomba aquatica,3,Aw,36,148,0.24324324324324326
5415348,Hygrophila costata,0,NA,20,673,0.029717682020802376
5303044,Thalia geniculata,0,NA,17,1835,0.009264305177111716
2714156,Cyperus alternifolius,11,Cwa,21,540,0.03888888888888889
7122825,Rotala rotundifolia,11,Cwa,79,303,0.2607260726072607
3188674,Rotala indica,11,Cwa,21,625,0.0336
5274875,Marsilea quadrifolia,12,Cwb,11,1506,0.0073041168658698535
5274875,Marsilea quadrifolia,11,Cwa,28,1506,0.01859229747675963
2717678,Eleocharis vivipara,14,Cfa,47,52,0.9038461538461539
2717678,Eleocharis vivipara,3,Aw,4,52,0.07692307692307693
2871883,Anubias hastifolia,1,Af,12,42,0.2857142857142857
2871883,Anubias hastifolia,2,Am,10,42,0.23809523809523808
2871871,Anubias barteri,2,Am,134,230,0.5826086956521739
2871871,Anubias barteri,1,Af,26,230,0.11304347826086956
2853698,Crinum natans,1,Af,22,90,0.24444444444444444
5545122,Ludwigia senegalensis,6,BSh,5,26,0.19230769230769232
2871871,Anubias barteri,9,Csb,1,230,0.004347826086956522
5298796,Iris setosa,22,Dwb,26,934,0.027837259100642397
5326622,Tulbaghia violacea,9,Csb,53,367,0.1444141689373297
2651586,Ceratopteris thalictroides,11,Cwa,63,2071,0.03042008691453404
2873807,Acorus gramineus,11,Cwa,92,434,0.2119815668202765
5330182,Peltandra virginica,3,Aw,8,1614,0.004956629491945477
5414324,Primula japonica,26,Dfb,49,128,0.3828125
6434985,Nuphar advena,15,Cfb,38,1997,0.01902854281422133
5272847,Aegagropila linnaei,26,Dfb,295,753,0.39176626826029215
2774395,Chlorophytum laxum,4,BWh,19,404,0.04702970297029703
5296015,Sisyrinchium angustifolium,12,Cwb,57,1831,0.03113052976515565
5298334,Iris laevigata,12,Cwb,1,225,0.0044444444444444444
8330991,Ceratopteris cornuta,4,BWh,10,81,0.12345679012345678
2714156,Cyperus alternifolius,6,BSh,20,540,0.037037037037037035
